flight_id,subseq_id,mae_AltB,mae_BaroA,mae_COM1,mae_COM2,mae_CRS,mae_E1_CHT2,mae_E1_CHT4,mae_E1_EGT2,mae_E1_EGT4,mae_E1_FFlow,mae_E1_OilP,mae_E1_OilT,mae_E1_RPM,mae_FQtyL,mae_FQtyR,mae_GndSpd,mae_HAL,mae_HDG,mae_HPLfd,mae_LatAc,mae_Latitude,mae_Longitude,mae_MagVar,mae_NAV1,mae_NAV2,mae_NormAc,mae_OAT,mae_Pitch,mae_Roll,mae_TAS,mae_TRK,mae_VSpd,mae_VSpdG,mae_amp1,mae_amp2,mae_volt1,mae_volt2
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617,open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617,0.11357941835213575,-0.0011572272370483987,0.0016770670826833007,-0.028341010063257798,-0.029893805857274733,0.9825369594046796,0.8915165025551517,0.4188234534943285,0.5063187692253598,0.42936342525669946,0.26775403411623305,0.06962143075302028,0.31740881920748176,0.8697012682466726,0.3408032485642069,0.7528863976924051,-0.028341010063256695,0.2123166103292484,0.11445103971607841,0.4974428517270288,-0.7281516618783664,-1.2407424742352031,-0.030977630962557075,0.0,0.0,0.42165580467441016,0.06288271791697904,0.5996960571658505,0.6031072979417565,0.34325263965894715,0.2654523749080654,-0.03089375658869125,0.1635837873887272,0.04305840428389759,0.048746226265499425,0.058311024141570085,-0.11728375696564375
