Lcl_Date,Lcl_Time,UTCOfst,AtvWpt,Latitude,Longitude,AltB,BaroA,AltMSL,OAT,IAS,GndSpd,VSpd,Pitch,Roll,LatAc,NormAc,HDG,TRK,volt1,volt2,amp1,amp2,FQtyL,FQtyR,E1_FFlow,E1_OilT,E1_OilP,E1_RPM,E1_CHT1,E1_CHT2,E1_CHT3,E1_CHT4,E1_EGT1,E1_EGT2,E1_EGT3,E1_EGT4,AltGPS,TAS,HSIS,CRS,NAV1,NAV2,COM1,COM2,HCDI,VCDI,WndSpd,WndDr,WptDst,WptBrg,MagVar,AfcsOn,RollM,PitchM,RollC,PichC,VSpdG,GPSfix,HAL,VAL,HPLwas,HPLfd,VPLwas
2017-05-09, 11:59:36,  -05:00,       ,   45.8649712,  -95.3906403,  1425.7, 30.00,  1417.5,  21.0,   0.00,   0.00,   31.87,   2.75,   0.38,  -0.00,   0.02,  48.3, 268.2,  28.1,  28.1,   4.0,   0.5,  24.00,  24.00,     2.06,  121.73,   62.43, 1111.7,  114.86,   96.35,  119.67,  102.26, 1139.40,  933.03, 1062.93, 1007.94,  1329.4,   0,  GPS,  315.9, 110.50, 112.80, 126.100, 118.375,       ,       ,       ,      ,       ,       ,    1.9,       ,      ,       ,      ,      , -11.8,     3D, 3704,      ,       ,  85.0,       
2017-05-09, 11:59:37,  -05:00,       ,   45.8649712,  -95.3906403,  1424.7, 30.00,  1417.1,  21.0,   0.00,   0.00,    9.26,   2.75,   0.41,  -0.01,  -0.00,  48.4, 268.2,  28.1,  28.1,   4.0,   0.5,  24.00,  24.00,     2.04,  121.76,   62.39, 1109.9,  115.53,   96.81,  120.32,  102.87, 1141.95,  937.29, 1066.09, 1010.39,  1329.0,   0,  GPS,  315.9, 110.50, 112.80, 126.100, 118.375,       ,       ,       ,      ,       ,       ,    1.9,       ,      ,       ,      ,      , -11.8,     3D, 3704,      ,       ,  85.0,       
2017-05-09, 11:59:38,  -05:00,       ,   45.8649750,  -95.3906479,  1425.7, 30.00,  1417.4,  21.0,   0.00,   0.00,   19.61,   2.72,   0.36,  -0.02,   0.00,  48.4, 268.2,  28.1,  28.0,   3.9,   0.5,  24.00,  24.00,     2.04,  121.78,   62.32, 1107.0,  116.17,   97.28,  120.97,  103.46, 1144.01,  945.88, 1068.40, 1012.83,  1329.3,   0,  GPS,  315.9, 110.50, 112.80, 126.100, 118.375,       ,       ,       ,      ,       ,       ,    1.9,       ,      ,       ,      ,      ,  -3.9,     3D, 3704,      ,       ,  85.0,       
2017-05-09, 11:59:39,  -05:00,       ,   45.8649712,  -95.3906479,  1427.7, 30.00,  1416.9,  21.0,   0.00,   0.00,   43.48,   2.68,   0.36,  -0.03,   0.01,  48.5, 268.2,  28.1,  28.0,   3.8,   0.5,  24.00,  24.00,     2.07,  121.79,   62.37, 1109.6,  116.81,   97.75,  121.71,  104.07, 1147.61,  955.67, 1071.53, 1015.49,  1328.8,   0,  GPS,  315.9, 110.50, 112.80, 126.100, 118.375,       ,       ,       ,      ,       ,       ,    1.9,       ,      ,       ,      ,      ,  -3.9,     3D, 3704,      ,       ,  85.0,       
2017-05-09, 11:59:40,  -05:00,       ,   45.8649750,  -95.3906479,  1426.7, 30.00,  1417.6,  21.0,   0.00,   0.00,   39.85,   2.70,   0.42,  -0.00,   0.00,  48.5, 268.2,  28.1,  28.0,   3.8,   0.5,  24.00,  24.00,     2.06,  121.80,   62.40, 1111.7,  117.62,   98.35,  122.42,  104.82, 1150.17,  964.40, 1074.96, 1018.17,  1329.5,   0,  GPS,  315.9, 110.50, 112.80, 126.100, 118.375,       ,       ,       ,      ,       ,       ,    1.9,       ,      ,       ,      ,      ,  -3.9,     3D, 3704,      ,       ,  85.0,       
2017-05-09, 11:59:41,  -05:00,       ,   45.8649712,  -95.3906479,  1425.7, 30.00,  1420.9,  21.0,   0.00,   0.00,   -3.75,   2.74,   0.41,  -0.00,  -0.01,  48.6, 268.2,  28.1,  28.1,   3.8,   0.5,  24.00,  24.00,     2.08,  121.81,   62.35, 1108.2,  118.31,   98.84,  123.09,  105.52, 1153.73,  973.90, 1077.46, 1021.22,  1332.8,   0,  GPS,  315.9, 110.50, 112.80, 126.100, 118.375,       ,       ,       ,      ,       ,       ,    1.9,       ,      ,       ,      ,      ,   0.0, 3DDiff, 3704,      ,     36,  42.0,     79
2017-05-09, 11:59:42,  -05:00,       ,   45.8649712,  -95.3906479,  1422.7, 30.00,  1420.9,  21.0,   0.00,   0.00,  -67.18,   2.72,   0.44,  -0.01,   0.01,  48.5, 268.2,  28.1,  28.1,   3.8,   0.5,  24.00,  24.00,     2.03,  121.82,   62.30, 1104.9,  119.03,   99.34,  123.79,  106.13, 1155.76,  981.72, 1079.89, 1023.71,  1332.8,   0,  GPS,  315.9, 110.50, 112.80, 126.100, 118.375,       ,       ,       ,      ,       ,       ,    1.9,       ,      ,       ,      ,      ,   0.0, 3DDiff, 3704,      ,     36,  42.0,     80
2017-05-09, 11:59:43,  -05:00,       ,   45.8649712,  -95.3906631,  1425.7, 30.00,  1434.7,  21.0,   0.00,   0.00,  -17.23,   2.71,   0.31,  -0.01,   0.01,  48.5, 268.2,  28.1,  28.0,   3.7,   0.5,  24.00,  24.00,     2.00,  121.83,   62.40, 1109.7,  119.72,   99.84,  124.50,  106.77, 1158.04,  989.89, 1083.45, 1026.07,  1346.6,   0,  GPS,  315.9, 110.50, 112.80, 126.100, 118.375,       ,       ,       ,      ,       ,       ,    1.9,       ,      ,       ,      ,      ,   7.9, 3DDiff, 3704,      ,     14,  33.5,     52
2017-05-09, 11:59:44,  -05:00,       ,   45.8649712,  -95.3906479,  1427.7, 30.00,  1431.1,  21.0,   0.00,   0.00,   43.50,   2.67,   0.35,  -0.00,  -0.01,  48.5, 268.2,  28.1,  28.0,   3.7,   0.5,  24.00,  24.00,     2.01,  121.82,   62.55, 1120.0,  120.43,  100.35,  125.17,  107.54, 1160.85,  997.38, 1086.86, 1028.20,  1343.0,   0,  GPS,  315.9, 110.50, 112.80, 126.100, 118.375,       ,       ,       ,      ,       ,       ,    1.9,       ,      ,       ,      ,      ,   7.9, 3DDiff, 3704,      ,     14,  33.5,     51
2017-05-09, 11:59:45,  -05:00,       ,   45.8649712,  -95.3906479,  1426.7, 30.00,  1431.8,  21.0,   0.00,   0.00,   35.45,   2.65,   0.27,  -0.02,   0.02,  48.5, 268.2,  28.1,  28.1,   3.7,   0.5,  24.00,  24.00,     2.05,  121.82,   62.45, 1113.0,  121.16,  100.84,  125.99,  108.12, 1163.72, 1001.56, 1089.47, 1029.64,  1343.7,   0,  GPS,  315.9, 110.50, 112.80, 126.100, 118.375,       ,       ,       ,      ,       ,       ,    1.9,       ,      ,       ,      ,      ,   3.9, 3DDiff, 3704,      ,     14,  33.5,     51
2017-05-09, 11:59:46,  -05:00,       ,   45.8649712,  -95.3906479,  1428.7, 30.00,  1432.6,  21.0,   0.00,   0.00,   56.59,   2.72,   0.36,  -0.01,  -0.00,  48.6, 268.2,  28.1,  28.1,   3.7,   0.5,  24.00,  24.00,     2.05,  121.82,   62.40, 1109.7,  121.87,  101.34,  126.62,  108.84, 1165.29, 1006.15, 1092.85, 1031.37,  1344.5,   0,  GPS,  315.9, 110.50, 112.80, 126.100, 118.375,       ,       ,       ,      ,       ,       ,    1.9,       ,      ,       ,      ,      ,   0.0, 3DDiff, 3704,      ,     13,  32.5,     51
2017-05-09, 11:59:47,  -05:00,       ,   45.8649712,  -95.3906479,  1426.7, 30.00,  1432.4,  21.0,   0.00,   0.00,   14.05,   2.78,   0.45,  -0.01,   0.00,  48.7, 268.2,  28.1,  28.1,   3.7,   0.5,  24.00,  24.00,     2.02,  121.81,   62.30, 1104.8,  122.62,  101.85,  127.33,  109.50, 1165.94, 1012.13, 1095.43, 1033.37,  1344.3,   0,  GPS,  315.9, 110.50, 112.80, 126.100, 118.375,       ,       ,       ,      ,       ,       ,    1.9,       ,      ,       ,      ,      ,   0.0, 3DDiff, 3704,      ,     14,  32.5,     51
2017-05-09, 11:59:48,  -05:00,       ,   45.8649712,  -95.3906479,  1425.7, 30.00,  1432.3,  21.0,   0.00,   0.00,  -25.74,   2.82,   0.37,  -0.01,   0.01,  48.7, 268.2,  28.1,  28.0,   3.5,   0.4,  24.00,  24.00,     2.02,  121.80,   62.33, 1104.5,  123.35,  102.36,  128.05,  110.16, 1169.30, 1016.70, 1096.88, 1034.88,  1344.2,   0,  GPS,  315.9, 110.50, 112.80, 126.100, 118.375,       ,       ,       ,      ,       ,       ,    1.9,       ,      ,       ,      ,      ,  -3.9, 3DDiff, 3704,      ,     14,  33.0,     52
2017-05-09, 11:59:49,  -05:00,       ,   45.8649712,  -95.3906479,  1425.7, 30.00,  1432.0,  21.0,   0.00,   0.00,  -36.19,   2.82,   0.36,  -0.00,  -0.00,  48.6, 268.2,  28.1,  28.0,   3.6,   0.4,  24.00,  24.00,     2.03,  121.79,   62.48, 1109.2,  124.09,  102.87,  128.78,  110.95, 1170.72, 1018.25, 1098.41, 1035.84,  1343.9,   0,  GPS,  315.9, 110.50, 112.80, 126.100, 118.375,       ,       ,       ,      ,       ,       ,    1.9,       ,      ,       ,      ,      ,   0.0, 3DDiff, 3704,      ,     14,  33.0,     52
2017-05-09, 11:59:50,  -05:00,       ,   45.8649712,  -95.3906479,  1424.7, 30.00,  1436.2,  21.0,   0.00,   0.00,  -32.36,   2.79,   0.42,   0.00,   0.02,  48.7, 268.2,  28.1,  28.1,   3.6,   0.4,  24.00,  24.00,     2.03,  121.78,   62.45, 1112.8,  124.97,  103.51,  129.63,  111.73, 1172.00, 1021.47, 1100.22, 1037.10,  1348.1,   0,  GPS,  315.9, 110.50, 112.80, 126.100, 118.375,       ,       ,       ,      ,       ,       ,    1.9,       ,      ,       ,      ,      ,   0.0, 3DDiff, 3704,      ,     14,  33.5,     50
2017-05-09, 11:59:51,  -05:00,       ,   45.8649712,  -95.3906479,  1424.7, 30.00,  1435.8,  20.8,   0.00,   0.00,  -31.40,   2.71,   0.36,  -0.00,   0.03,  48.6, 268.2,  28.1,  28.1,   3.7,   0.4,  24.00,  24.00,     2.04,  121.76,   62.48, 1113.8,  125.77,  104.09,  130.46,  112.45, 1174.19, 1025.29, 1102.27, 1038.13,  1347.7,   0,  GPS,  315.9, 110.50, 112.80, 126.100, 118.375,       ,       ,       ,      ,       ,       ,    1.9,       ,      ,       ,      ,      ,   3.9, 3DDiff, 3704,      ,     14,  33.0,     50
2017-05-09, 11:59:52,  -05:00,       ,   45.8649712,  -95.3906479,  1424.7, 30.00,  1433.7,  20.8,   0.00,   0.00,  -17.35,   2.70,   0.37,  -0.00,   0.01,  48.6, 268.2,  28.1,  28.1,   3.6,   0.4,  24.00,  24.00,     2.03,  121.74,   62.62, 1121.1,  126.54,  104.63,  131.15,  113.17, 1176.35, 1028.77, 1104.91, 1039.31,  1345.6,   0,  GPS,  315.9, 110.50, 112.80, 126.100, 118.375,       ,       ,       ,      ,       ,       ,    1.9,       ,      ,       ,      ,      ,   0.0, 3DDiff, 3704,      ,     13,  32.5,     50
2017-05-09, 11:59:53,  -05:00,       ,   45.8649712,  -95.3906479,  1425.7, 30.00,  1433.8,  20.8,   0.00,   0.00,    6.17,   2.78,   0.38,  -0.01,   0.01,  48.7, 268.2,  28.1,  28.0,   3.5,   0.4,  24.00,  24.00,     2.03,  121.73,   62.48, 1117.6,  127.32,  105.14,  131.91,  113.98, 1178.00, 1028.36, 1107.11, 1041.70,  1345.7,   0,  GPS,  315.9, 110.50, 112.80, 126.100, 118.375,       ,       ,       ,      ,       ,       ,    1.9,       ,      ,       ,      ,      ,   0.0, 3DDiff, 3704,      ,     13,  32.5,     51
2017-05-09, 11:59:54,  -05:00,       ,   45.8649750,  -95.3906631,  1425.7, 30.00,  1424.7,  21.0,   0.00,   0.00,    1.97,   2.85,   0.36,  -0.01,   0.01,  48.7, 268.2,  28.1,  28.0,   3.5,   0.4,  24.00,  24.00,     2.00,  121.71,   62.35, 1111.1,  128.11,  105.68,  132.67,  114.74, 1180.62, 1030.89, 1108.37, 1043.13,  1336.6,   0,  GPS,  315.9, 110.50, 112.80, 126.100, 118.375,       ,       ,       ,      ,       ,       ,    1.9,       ,      ,       ,      ,      ,  -3.9, 3DDiff, 3704,      ,     13,  25.5,     38
2017-05-09, 11:59:55,  -05:00,       ,   45.8649750,  -95.3906631,  1429.7, 30.00,  1424.8,  21.0,   0.00,   0.00,   71.60,   2.82,   0.37,  -0.00,  -0.00,  48.7, 268.2,  28.1,  28.1,   3.5,   0.4,  24.00,  24.00,     2.04,  121.68,   62.40, 1112.7,  128.91,  106.23,  133.41,  115.39, 1183.09, 1034.59, 1109.18, 1044.63,  1336.6,   0,  GPS,  315.9, 110.50, 112.80, 126.100, 118.375,       ,       ,       ,      ,       ,       ,    1.9,       ,      ,       ,      ,      ,   0.0, 3DDiff, 3704,      ,     14,  25.5,     38
2017-05-09, 11:59:56,  -05:00,       ,   45.8649712,  -95.3906631,  1432.7, 30.00,  1422.6,  21.0,   0.00,   0.00,  137.17,   2.86,   0.34,  -0.01,  -0.00,  48.7, 268.2,  28.1,  28.1,   3.6,   0.4,  24.00,  24.00,     2.04,  121.66,   62.37, 1107.5,  129.71,  106.80,  134.20,  116.18, 1183.85, 1038.03, 1110.92, 1045.87,  1334.5,   0,  GPS,  315.9, 110.50, 112.80, 126.100, 118.375,       ,       ,       ,      ,       ,       ,    1.9,       ,      ,       ,      ,      ,  -3.9, 3DDiff, 3704,      ,     13,  25.5,     38
