epoch,step,train_ap_epoch,train_ap_step,train_auroc_epoch,train_auroc_step,train_f1_epoch,train_f1_step,train_loss,val_ap,val_auroc,val_f1,val_loss
0,1,,,,,,,,0.7066667079925537,0.6811594367027283,0.0,0.34675291180610657
0,1,0.35039371252059937,,0.4648197889328003,,0.23556457459926605,,,,,,
1,3,,,,,,,,0.7254902124404907,0.7971015572547913,0.0,0.36186012625694275
1,3,0.36594054102897644,,0.4754646122455597,,0.0,,,,,,
2,5,,,,,,,,0.75,0.8695652484893799,0.0,0.38858163356781006
2,5,0.3565952777862549,,0.4455590844154358,,0.0,,,,,,
3,7,,,,,,,,0.7666666507720947,0.8985507488250732,0.0,0.38686078786849976
3,7,0.36634960770606995,,0.5290383100509644,,0.0,,,,,,
4,9,,,,,,,,0.7777777910232544,0.9130435585975647,0.0,0.36444514989852905
4,9,0.3058929145336151,,0.5445653200149536,,0.21288517117500305,,,,,,
5,11,,,,,,,,0.7916666865348816,0.9275362491607666,0.0,0.3224509060382843
5,11,0.39455705881118774,,0.6507936120033264,,0.4372548758983612,,,,,,
6,13,,,,,,,,0.8095238208770752,0.9420289993286133,0.0,0.29219263792037964
6,13,0.32088783383369446,,0.6121859550476074,,0.24836601316928864,,,,,,
7,15,,,,,,,,0.6222222447395325,0.8115942478179932,0.5,0.28184449672698975
7,15,0.49886298179626465,,0.7195402383804321,,0.43790850043296814,,,,,,
8,17,,,,,,,,0.6111111640930176,0.7681159377098083,0.5,0.285462349653244
8,17,0.3958350419998169,,0.7729154229164124,,0.3137255012989044,,,,,,
9,19,,,,,,,,0.6055555939674377,0.739130437374115,0.5,0.29620757699012756
9,19,0.48142769932746887,,0.791051983833313,,0.40522879362106323,,,,,,
10,21,,,,,,,,0.5940171480178833,0.6521739363670349,0.5,0.30585402250289917
10,21,0.5379924178123474,,0.790798008441925,,0.3764705955982208,,,,,,
11,23,,,,,,,,0.5940171480178833,0.6521739363670349,0.5,0.31323570013046265
11,23,0.449837327003479,,0.8170453906059265,,0.39542487263679504,,,,,,
12,25,,,,,,,,0.5940171480178833,0.6521739363670349,0.5,0.3188474774360657
12,25,0.5978028774261475,,0.848171055316925,,0.40522879362106323,,,,,,
13,27,,,,,,,,0.5955555438995361,0.6666666865348816,0.5,0.32035815715789795
13,27,0.4163205027580261,,0.7070028185844421,,0.4372548758983612,,,,,,
14,29,,,,,,,,0.60317462682724,0.7246376872062683,0.5,0.3182516098022461
14,29,0.5403196215629578,,0.8205093741416931,,0.3921568691730499,,,,,,
15,31,,,,,,,,0.6055555939674377,0.739130437374115,0.5,0.3141948878765106
15,31,0.5378578305244446,,0.8407140970230103,,0.4278866946697235,,,,,,
16,33,,,,,,,,0.6055555939674377,0.739130437374115,0.5,0.310362309217453
16,33,0.45017966628074646,,0.776278018951416,,0.3921568691730499,,,,,,
17,35,,,,,,,,0.6055555939674377,0.739130437374115,0.5,0.30837708711624146
17,35,0.41575539112091064,,0.709277868270874,,0.4278866946697235,,,,,,
18,37,,,,,,,,0.6055555939674377,0.739130437374115,0.5,0.30947354435920715
18,37,0.47787582874298096,,0.7871448397636414,,0.3764705955982208,,,,,,
19,39,,,,,,,,0.6055555939674377,0.739130437374115,0.5,0.3132022023200989
19,39,0.47761717438697815,,0.8053062558174133,,0.3764705955982208,,,,,,
20,41,,,,,,,,0.6055555939674377,0.739130437374115,0.5,0.31793850660324097
20,41,0.5716989636421204,,0.8645191788673401,,0.4372548758983612,,,,,,
21,43,,,,,,,,0.6055555939674377,0.739130437374115,0.5,0.32154232263565063
21,43,0.4038931131362915,,0.77862948179245,,0.3137255012989044,,,,,,
22,45,,,,,,,,0.6055555939674377,0.739130437374115,0.5,0.3240928649902344
22,45,0.43344712257385254,,0.7192212343215942,,0.28959277272224426,,,,,,
23,47,,,,,,,,0.6055555939674377,0.739130437374115,0.5,0.32552769780158997
23,47,0.4738554060459137,,0.8177803158760071,,0.3921568691730499,,,,,,
24,49,,0.6552579402923584,,0.8229166269302368,,0.5,0.29895830154418945,,,,
24,49,,,,,,,,0.6055555939674377,0.739130437374115,0.5,0.32655641436576843
24,49,0.4694177210330963,,0.7851411700248718,,0.39542487263679504,,,,,,
25,51,,,,,,,,0.6055555939674377,0.739130437374115,0.5,0.32737547159194946
25,51,0.5522637367248535,,0.8254142999649048,,0.43790850043296814,,,,,,
26,53,,,,,,,,0.6055555939674377,0.739130437374115,0.5,0.32791584730148315
26,53,0.4737462103366852,,0.8192690014839172,,0.4627451002597809,,,,,,
27,55,,,,,,,,0.6055555939674377,0.739130437374115,0.5,0.32829543948173523
27,55,0.503092885017395,,0.8081467747688293,,0.4278866946697235,,,,,,
28,57,,,,,,,,0.6055555939674377,0.739130437374115,0.5,0.3284415006637573
28,57,0.4627314507961273,,0.7639589309692383,,0.4372548758983612,,,,,,
29,59,,,,,,,,0.6055555939674377,0.739130437374115,0.5,0.3284704089164734
29,59,0.5086381435394287,,0.8485682010650635,,0.28959277272224426,,,,,,
