Lcl_Date,Lcl_Time,UTCOfst,AtvWpt,Latitude,Longitude,AltB,BaroA,AltMSL,OAT,IAS,GndSpd,VSpd,Pitch,Roll,LatAc,NormAc,HDG,TRK,volt1,volt2,amp1,amp2,FQtyL,FQtyR,E1_FFlow,E1_OilT,E1_OilP,E1_RPM,E1_CHT1,E1_CHT2,E1_CHT3,E1_CHT4,E1_EGT1,E1_EGT2,E1_EGT3,E1_EGT4,AltGPS,TAS,HSIS,CRS,NAV1,NAV2,COM1,COM2,HCDI,VCDI,WndSpd,WndDr,WptDst,WptBrg,MagVar,AfcsOn,RollM,PitchM,RollC,PichC,VSpdG,GPSfix,HAL,VAL,HPLwas,HPLfd,VPLwas
2017-05-04, 13:16:37,  -05:00,       ,   47.9482689,  -97.1726303,   844.2, 30.07,   832.8,  23.0,   0.00,   0.00,   37.77,   2.45,   0.11,   0.01,  -0.01,   0.3, 266.6,  27.9,  27.9,   6.8,   0.4,  20.57,  20.63,     1.67,  139.17,   58.39,  941.0,  170.60,  152.40,  180.83,  177.68, 1118.61,  895.23, 1054.81,  970.89,   745.0,   0,  GPS,  346.7, 114.30, 114.30, 120.550, 123.300,       ,       ,       ,      ,       ,       ,    3.2,       ,      ,       ,      ,      ,   0.0,     3D, 3704,      ,       ,  72.0,       
2017-05-04, 13:16:38,  -05:00,       ,   47.9482689,  -97.1726303,   843.2, 30.07,   833.1,  23.0,   0.00,   0.00,   37.84,   2.44,   0.08,  -0.00,  -0.00,   0.2, 266.6,  27.9,  27.9,   6.9,   0.4,  20.59,  20.60,     1.68,  139.10,   58.31,  935.6,  171.28,  152.83,  181.44,  178.21, 1118.31,  896.26, 1054.96,  970.51,   745.3,   0,  GPS,  346.7, 114.30, 114.30, 120.550, 123.300,       ,       ,       ,      ,       ,       ,    3.2,       ,      ,       ,      ,      ,   0.0,     3D, 3704,      ,       ,  72.0,       
2017-05-04, 13:16:39,  -05:00,       ,   47.9482689,  -97.1726303,   842.2, 30.07,   832.6,  23.0,   0.00,   0.00,    8.11,   2.41,   0.10,  -0.01,  -0.00,   0.3, 266.6,  28.0,  27.9,   7.0,   0.4,  20.59,  20.60,     1.67,  139.04,   58.44,  938.4,  171.99,  153.22,  182.08,  178.80, 1118.57,  893.21, 1055.39,  970.02,   744.8,   0,  GPS,  346.7, 114.30, 114.30, 120.550, 123.300,       ,       ,       ,      ,       ,       ,    3.2,       ,      ,       ,      ,      ,   0.0,     3D, 3704,      ,       ,  72.0,       
2017-05-04, 13:16:40,  -05:00,       ,   47.9482689,  -97.1726303,   843.2, 30.07,   832.6,  23.0,   0.00,   0.00,    2.90,   2.43,   0.08,   0.01,  -0.01,   0.3, 266.6,  27.9,  27.9,   7.0,   0.4,  20.59,  20.60,     1.69,  138.99,   58.45,  944.1,  172.67,  153.60,  182.71,  179.33, 1118.41,  888.00, 1054.83,  969.61,   744.8,   0,  GPS,  346.7, 114.30, 114.30, 120.550, 123.300,       ,       ,       ,      ,       ,       ,    3.2,       ,      ,       ,      ,      ,   0.0,     3D, 3704,      ,       ,  72.0,       
2017-05-04, 13:16:41,  -05:00,       ,   47.9482765,  -97.1726227,   843.2, 30.07,   830.9,  23.0,   0.00,   0.00,    6.91,   2.43,   0.05,   0.01,  -0.00,   0.3, 266.6,  27.9,  27.9,   6.9,   0.3,  20.59,  20.60,     1.68,  138.93,   58.55,  951.3,  173.41,  154.00,  183.33,  179.93, 1118.05,  895.57, 1054.61,  968.97,   743.1,   0,  GPS,  346.7, 114.30, 114.30, 120.550, 123.300,       ,       ,       ,      ,       ,       ,    3.2,       ,      ,       ,      ,      ,   0.0,     3D, 3704,      ,       , 100.5,       
2017-05-04, 13:16:42,  -05:00,       ,   47.9482765,  -97.1726227,   843.2, 30.07,   831.7,  23.2,   0.00,   0.00,   12.80,   2.43,   0.08,   0.02,   0.01,   0.3, 266.6,  27.9,  27.9,   6.8,   0.3,  20.59,  20.60,     1.67,  138.87,   58.51,  949.9,  174.15,  154.54,  184.06,  180.58, 1117.59,  908.19, 1054.93,  968.62,   743.9,   0,  GPS,  346.7, 114.30, 114.30, 120.550, 123.300,       ,       ,       ,      ,       ,       ,    3.2,       ,      ,       ,      ,      ,   3.9,     3D, 3704,      ,       , 100.0,       
2017-05-04, 13:16:43,  -05:00,       ,   47.9482765,  -97.1726227,   841.2, 30.07,   831.5,  23.2,   0.00,   0.00,  -31.25,   2.38,   0.11,   0.00,  -0.02,   0.2, 266.6,  28.0,  27.9,   6.9,   0.3,  20.59,  20.60,     1.69,  138.81,   58.44,  945.8,  174.90,  154.94,  184.75,  181.22, 1118.05,  913.30, 1054.61,  969.21,   743.7,   0,  GPS,  346.7, 114.30, 114.30, 120.550, 123.300,       ,       ,       ,      ,       ,       ,    3.2,       ,      ,       ,      ,      ,   0.0,     3D, 3704,      ,       , 100.5,       
2017-05-04, 13:16:44,  -05:00,       ,   47.9482689,  -97.1726227,   839.2, 30.07,   832.1,  23.2,   0.00,   0.00,  -80.91,   2.40,   0.13,   0.01,   0.01,   0.3, 266.6,  28.0,  27.9,   7.1,   0.3,  20.59,  20.55,     1.68,  138.75,   58.67,  956.9,  175.65,  155.34,  185.38,  181.81, 1118.70,  910.82, 1054.35,  969.75,   744.3,   0,  GPS,  346.7, 114.30, 114.30, 120.550, 123.300,       ,       ,       ,      ,       ,       ,    3.2,       ,      ,       ,      ,      ,   0.0,     3D, 3704,      ,       , 100.5,       
2017-05-04, 13:16:45,  -05:00,       ,   47.9482689,  -97.1726227,   840.2, 30.07,   832.5,  23.2,   0.00,   0.00,  -46.01,   2.31,   0.03,  -0.01,   0.02,   0.2, 266.6,  27.9,  27.9,   6.8,   0.3,  20.54,  20.55,     1.63,  138.69,   58.69,  959.1,  176.35,  155.71,  186.02,  182.34, 1118.96,  922.02, 1055.01,  969.96,   744.7,   0,  GPS,  346.7, 114.30, 114.30, 120.550, 123.300,       ,       ,       ,      ,       ,       ,    3.2,       ,      ,       ,      ,      ,   0.0,     3D, 3704,      ,       , 100.5,       
2017-05-04, 13:16:46,  -05:00,       ,   47.9482689,  -97.1726227,   840.2, 30.07,   832.2,  23.2,   0.00,   0.00,  -18.28,   2.32,   0.05,  -0.00,   0.02,   0.2, 266.6,  27.9,  27.9,   6.8,   0.3,  20.52,  20.55,     1.67,  138.64,   58.72,  960.9,  177.15,  156.19,  186.77,  182.98, 1120.69,  925.82, 1057.44,  970.69,   744.4,   0,  GPS,  346.7, 114.30, 114.30, 120.550, 123.300,       ,       ,       ,      ,       ,       ,    3.2,       ,      ,       ,      ,      ,   0.0,     3D, 3704,      ,       , 100.5,       
2017-05-04, 13:16:47,  -05:00,       ,   47.9482689,  -97.1726227,   841.2, 30.07,   832.0,  23.2,   0.00,   0.00,   15.73,   2.31,   0.12,  -0.01,  -0.02,   0.2, 266.6,  27.9,  27.9,   6.9,   0.3,  20.52,  20.55,     1.67,  138.58,   58.78,  964.4,  177.93,  156.66,  187.45,  183.59, 1122.20,  925.43, 1059.26,  971.20,   744.2,   0,  GPS,  346.7, 114.30, 114.30, 120.550, 123.300,       ,       ,       ,      ,       ,       ,    3.2,       ,      ,       ,      ,      ,   0.0,     3D, 3704,      ,       , 100.0,       
2017-05-04, 13:16:48,  -05:00,       ,   47.9482689,  -97.1726227,   838.2, 30.07,   832.3,  23.2,   0.00,   0.00,  -31.41,   2.36,   0.08,  -0.01,   0.03,   0.2, 266.6,  28.0,  27.9,   7.0,   0.3,  20.52,  20.50,     1.65,  138.52,   58.79,  965.3,  178.63,  157.03,  188.08,  184.15, 1122.80,  923.53, 1059.63,  972.08,   744.5,   0,  GPS,  346.7, 114.30, 114.30, 120.550, 123.300,       ,       ,       ,      ,       ,       ,    3.2,       ,      ,       ,      ,      ,   0.0,     3D, 3704,      ,       , 100.0,       
2017-05-04, 13:16:49,  -05:00,       ,   47.9482689,  -97.1726227,   839.2, 30.07,   832.3,  23.2,   0.00,   0.00,  -19.00,   2.31,   0.09,  -0.01,  -0.03,   0.2, 266.6,  28.0,  27.9,   7.0,   0.3,  20.49,  20.50,     1.65,  138.46,   58.76,  961.8,  179.33,  157.45,  188.72,  184.76, 1122.03,  927.25, 1061.34,  973.19,   744.5,   0,  GPS,  346.7, 114.30, 114.30, 120.550, 123.300,       ,       ,       ,      ,       ,       ,    3.2,       ,      ,       ,      ,      ,   0.0,     3D, 3704,      ,       , 100.0,       
2017-05-04, 13:16:50,  -05:00,       ,   47.9482689,  -97.1726227,   839.2, 30.07,   832.2,  23.2,   0.00,   0.00,  -16.53,   2.34,   0.10,   0.00,   0.00,   0.3, 266.6,  27.9,  27.9,   6.8,   0.3,  20.49,  20.50,     1.70,  138.41,   58.68,  957.9,  180.14,  157.91,  189.47,  185.41, 1121.22,  932.62, 1062.34,  973.59,   744.4,   0,  GPS,  346.7, 114.30, 114.30, 120.550, 123.300,       ,       ,       ,      ,       ,       ,    3.2,       ,      ,       ,      ,      ,   0.0,     3D, 3704,      ,       , 100.0,       
2017-05-04, 13:16:51,  -05:00,       ,   47.9482689,  -97.1726227,   841.2, 30.07,   831.8,  23.2,   0.00,   0.00,   29.17,   2.33,   0.08,  -0.00,  -0.03,   0.2, 266.6,  27.9,  27.9,   6.8,   0.3,  20.47,  20.50,     1.67,  138.35,   58.74,  960.6,  180.90,  158.33,  190.14,  186.00, 1122.52,  939.40, 1062.78,  973.16,   744.0,   0,  GPS,  346.7, 114.30, 114.30, 120.550, 123.300,       ,       ,       ,      ,       ,       ,    3.2,       ,      ,       ,      ,      ,   0.0,     3D, 3704,      ,       , 100.0,       
2017-05-04, 13:16:52,  -05:00,       ,   47.9482689,  -97.1726227,   839.2, 30.07,   832.2,  23.2,   0.00,   0.00,    3.77,   2.35,   0.04,   0.01,   0.02,   0.2, 266.6,  27.9,  27.9,   6.8,   0.3,  20.47,  20.45,     1.69,  138.30,   58.75,  961.2,  181.06,  158.16,  190.18,  186.01, 1122.49,  950.43, 1063.82,  972.30,   744.4,   0,  GPS,  346.7, 114.30, 114.30, 120.550, 123.300,       ,       ,       ,      ,       ,       ,    3.2,       ,      ,       ,      ,      ,   0.0,     3D, 3704,      ,       , 100.0,       
2017-05-04, 13:16:53,  -05:00,       ,   47.9482689,  -97.1726227,   840.2, 30.07,   835.0,  23.2,   0.00,   0.00,    5.99,   2.36,   0.04,  -0.00,   0.00,   0.2, 266.6,  28.0,  27.9,   7.0,   0.3,  20.47,  20.45,     1.68,  138.24,   58.62,  956.8,  181.53,  158.29,  190.60,  186.32, 1122.68,  958.53, 1064.97,  972.31,   747.2,   0,  GPS,  346.7, 114.30, 114.30, 120.550, 123.300,       ,       ,       ,      ,       ,       ,    3.2,       ,      ,       ,      ,      ,   0.0,     3D, 3704,      ,       , 107.5,       
2017-05-04, 13:16:54,  -05:00,       ,   47.9482689,  -97.1726227,   840.2, 30.07,   828.4,  23.2,   0.00,   0.00,   15.56,   2.34,   0.04,   0.00,  -0.02,   0.2, 266.6,  28.0,  27.9,   6.9,   0.3,  20.47,  20.45,     1.67,  138.19,   58.68,  956.4,  182.24,  158.65,  191.19,  186.88, 1122.84,  961.85, 1065.94,  973.18,   740.6,   0,  GPS,  346.7, 114.30, 114.30, 120.550, 123.300,       ,       ,       ,      ,       ,       ,    3.2,       ,      ,       ,      ,      ,   0.0,     3D, 3704,      ,       , 121.0,       
2017-05-04, 13:16:55,  -05:00,       ,   47.9482689,  -97.1726227,   840.2, 30.07,   828.4,  23.2,   0.00,   0.00,    1.79,   2.31,   0.08,   0.01,  -0.04,   0.3, 266.6,  27.9,  27.9,   6.8,   0.3,  20.47,  20.45,     1.66,  138.13,   58.66,  953.8,  182.95,  159.01,  191.82,  187.46, 1123.67,  971.84, 1066.76,  974.04,   740.6,   0,  GPS,  346.7, 114.30, 114.30, 120.550, 123.300,       ,       ,       ,      ,       ,       ,    3.2,       ,      ,       ,      ,      ,   0.0,     3D, 3704,      ,       , 121.0,       
