Latitude,Longitude,AltB,BaroA,OAT,GndSpd,VSpd,Pitch,Roll,LatAc,NormAc,HDG,TRK,volt1,volt2,amp1,amp2,FQtyL,FQtyR,E1_FFlow,E1_OilT,E1_OilP,E1_RPM,E1_CHT2,E1_CHT4,E1_EGT2,E1_EGT4,TAS,CRS,NAV1,NAV2,COM1,COM2,MagVar,VSpdG,HAL,HPLfd
47.9482498,-97.1731796,837.1,29.93,23.0,0.0,61.79,1.91,-0.44,0.01,-0.02,358.4,267.0,28.0,27.9,5.6,0.5,22.03,21.28,2.18,153.23,60.19,1099.4,147.81,177.39,847.2,927.75,0,346.7,114.3,114.3,120.55,123.3,3.2,0.0,3704.0,105.0
47.9482498,-97.1731796,837.1,29.93,23.0,0.0,89.34,1.81,-0.34,-0.01,0.0,358.4,267.0,28.0,27.9,5.7,0.5,22.03,21.28,2.23,153.23,60.58,1118.0,147.71,177.35,853.94,930.18,0,346.7,114.3,114.3,120.55,123.3,3.2,0.0,3704.0,104.5
47.9482498,-97.1731796,836.1,29.93,22.8,0.0,83.2,1.8,-0.36,0.01,0.0,358.5,267.0,28.0,27.9,5.6,0.5,22.05,21.33,2.24,153.2,60.99,1152.2,148.39,178.22,877.86,942.25,0,346.7,114.3,114.3,120.55,123.3,3.2,-3.9,3704.0,104.0
47.948246,-97.1731796,833.1,29.93,22.8,0.0,-21.87,1.82,-0.33,0.01,0.02,358.4,267.0,28.0,27.9,5.9,0.5,22.12,21.33,2.29,153.14,61.33,1181.8,148.16,178.16,917.25,969.27,0,346.7,114.3,114.3,120.55,123.3,3.2,0.0,3704.0,103.0
47.9482498,-97.1731644,834.1,29.93,22.8,0.0,-42.4,1.74,-0.42,0.02,0.02,358.4,267.0,28.0,27.9,5.6,0.5,22.12,21.33,2.35,153.12,61.45,1181.1,148.45,178.62,933.74,981.98,0,346.7,114.3,114.3,120.55,123.3,3.2,-3.9,3704.0,102.5
47.9482498,-97.1731873,837.1,29.93,22.8,0.0,46.23,1.63,-0.51,0.0,-0.03,358.4,267.0,28.0,27.9,5.5,0.4,22.16,21.33,2.31,153.08,61.58,1184.9,148.71,178.97,947.73,994.23,0,346.7,114.3,114.3,120.55,123.3,3.2,0.0,3704.0,65.0
47.9482498,-97.1731873,836.1,29.93,22.8,0.0,24.59,1.67,-0.37,-0.0,0.06,358.4,267.0,28.0,27.9,5.3,0.4,22.16,21.33,2.28,153.04,61.93,1193.8,148.96,179.31,958.95,1005.39,0,346.7,114.3,114.3,120.55,123.3,3.2,0.0,3704.0,64.5
47.9482498,-97.1731873,836.1,29.93,22.8,0.0,20.23,1.59,-0.3,-0.02,-0.08,358.5,267.0,28.0,27.9,5.5,0.4,22.16,21.33,2.29,153.0,62.21,1203.7,149.2,179.65,968.05,1015.36,0,346.7,114.3,114.3,120.55,123.3,3.2,0.0,3704.0,62.5
47.9482498,-97.1731873,835.1,29.93,22.8,0.0,-12.27,1.67,-0.54,0.02,0.02,358.4,267.0,28.0,27.9,5.6,0.4,22.2,21.33,2.32,152.96,62.38,1220.6,149.5,180.05,975.94,1025.48,0,346.7,114.3,114.3,120.55,123.3,3.2,0.0,3704.0,62.0
47.9482498,-97.1731873,837.1,29.93,22.8,0.0,19.66,1.65,-0.55,0.01,-0.05,358.4,267.0,28.0,27.9,5.6,0.4,22.2,21.38,2.34,152.93,62.35,1228.8,149.88,180.52,983.93,1034.54,0,346.7,114.3,114.3,120.55,123.3,3.2,0.0,3704.0,62.0
47.9482498,-97.1731873,839.1,29.93,22.8,0.0,55.1,1.69,-0.53,0.0,0.03,358.4,267.0,28.0,27.9,5.4,0.4,22.18,21.43,2.31,152.87,62.3,1229.0,150.21,180.95,991.33,1043.16,0,346.7,114.3,114.3,120.55,123.3,3.2,3.9,3704.0,62.0
