Latitude,Longitude,AltB,BaroA,OAT,GndSpd,VSpd,Pitch,Roll,LatAc,NormAc,HDG,TRK,volt1,volt2,amp1,amp2,FQtyL,FQtyR,E1_FFlow,E1_OilT,E1_OilP,E1_RPM,E1_CHT2,E1_CHT4,E1_EGT2,E1_EGT4,TAS,CRS,NAV1,NAV2,COM1,COM2,MagVar,VSpdG,HAL,HPLfd
47.948513,-97.171608,728.1,29.89,14.0,0.0,-16.5,2.2,-0.45,0.01,0.0,179.3,86.0,28.0,28.0,5.4,0.4,24.0,24.0,2.44,58.8,69.03,1211.7,79.0,68.78,1006.34,1096.98,0.0,250.1,108.4,114.3,118.4,123.3,3.2,0.0,3704.0,56.5
47.948513,-97.171608,728.1,29.89,14.0,0.0,-16.5,2.2,-0.45,0.01,0.0,179.3,86.0,28.0,28.0,5.4,0.4,24.0,24.0,2.44,58.8,69.03,1211.7,79.0,68.78,1006.34,1096.98,0.0,250.1,108.4,114.3,118.4,123.3,3.2,0.0,3704.0,56.5
47.948513,-97.171608,737.1,29.89,14.0,0.0,121.76,2.23,-0.56,0.0,-0.01,179.2,86.0,28.0,28.0,5.3,0.3,24.0,24.0,2.42,58.84,68.84,1198.9,79.73,69.48,1008.36,1113.73,0.0,250.1,108.4,114.3,118.4,123.3,3.2,3.9,3704.0,56.5
47.9485054,-97.171608,736.1,29.89,14.0,0.0,158.6,2.1,-0.46,0.02,0.01,179.3,86.0,28.0,28.0,5.2,0.4,24.0,24.0,2.13,58.89,67.42,1134.6,80.48,70.17,1010.57,1126.71,0.0,250.1,108.4,114.3,118.4,123.3,3.2,0.0,3704.0,56.5
47.9485054,-97.171608,728.1,29.89,14.0,0.0,-48.31,2.21,-0.34,0.01,-0.01,179.4,86.0,28.0,28.0,5.1,0.3,24.0,24.0,2.04,58.93,65.09,1033.6,81.24,70.85,1006.93,1121.16,0.0,250.1,108.4,114.3,118.4,123.3,3.2,0.0,3704.0,56.5
47.9485054,-97.171608,724.1,29.89,14.0,0.0,-174.62,2.33,-0.44,0.03,0.01,179.4,86.0,28.0,28.0,5.1,0.3,24.0,24.0,2.07,58.97,64.37,1000.7,82.0,71.58,1008.11,1108.14,0.0,250.1,108.4,114.3,118.4,123.3,3.2,0.0,3704.0,56.5
47.9485054,-97.171608,727.1,29.89,14.0,0.0,-123.43,2.25,-0.51,0.01,0.0,179.3,86.0,28.0,28.0,5.1,0.3,24.0,24.0,1.99,59.01,64.32,1000.3,82.79,72.32,1011.49,1096.88,0.0,250.1,108.4,114.3,118.4,123.3,3.2,0.0,3704.0,56.5
47.9485054,-97.171608,728.1,29.89,14.0,0.0,-18.22,2.34,-0.53,0.0,0.04,179.2,86.0,28.0,28.0,5.0,0.3,24.0,24.0,2.01,59.05,64.45,1004.2,83.56,73.04,1013.81,1087.75,0.0,250.1,108.4,114.3,118.4,123.3,3.2,0.0,3704.0,56.5
47.9485054,-97.171608,729.1,29.89,14.0,0.0,8.4,2.3,-0.35,0.02,-0.03,179.4,86.0,28.0,28.0,5.0,0.3,24.0,24.0,2.0,59.1,64.42,1005.9,84.36,73.79,1016.15,1079.7,0.0,250.1,108.4,114.3,118.4,123.3,3.2,0.0,3704.0,56.5
47.948513,-97.171608,734.1,29.89,14.0,0.0,115.89,2.3,-0.52,0.01,-0.02,179.3,86.0,28.0,28.0,4.9,0.3,24.0,24.0,1.98,59.14,64.48,1009.5,85.05,74.57,1017.24,1073.12,0.0,250.1,108.4,114.3,118.4,123.3,3.2,0.0,3704.0,56.5
