Latitude,Longitude,AltB,BaroA,OAT,GndSpd,VSpd,Pitch,Roll,LatAc,NormAc,HDG,TRK,volt1,volt2,amp1,amp2,FQtyL,FQtyR,E1_FFlow,E1_OilT,E1_OilP,E1_RPM,E1_CHT2,E1_CHT4,E1_EGT2,E1_EGT4,TAS,CRS,NAV1,NAV2,COM1,COM2,MagVar,VSpdG,HAL,HPLfd
47.9482689,-97.1726227,844.6,29.91,21.8,0.0,0.87,2.14,-0.04,0.01,-0.01,1.1,266.9,28.0,28.0,5.1,0.4,22.61,20.63,2.06,153.01,59.16,1063.8,159.41,189.72,928.97,982.21,0,325.0,114.3,114.3,120.55,119.4,3.2,0.0,3704.0,1798.5
47.9482651,-97.1726379,844.6,29.91,21.8,0.0,11.43,2.11,-0.09,0.01,0.01,1.1,266.9,28.0,28.0,5.2,0.3,22.61,20.63,2.02,152.97,59.18,1063.8,159.66,190.16,926.2,983.92,0,325.0,114.3,114.3,120.55,119.4,3.2,3.9,3704.0,792.5
47.9482689,-97.1726379,844.6,29.91,21.8,0.0,7.07,2.12,-0.04,0.0,0.0,1.1,266.9,28.1,28.0,5.1,0.3,22.61,20.68,2.04,152.93,59.2,1067.0,159.95,190.59,921.19,984.98,0,325.0,114.3,114.3,120.55,119.4,3.2,-3.9,3704.0,758.5
47.9482765,-97.1726379,843.6,29.91,21.5,0.0,-15.27,2.09,-0.02,0.0,-0.03,1.1,266.9,28.1,28.0,5.2,0.4,22.61,20.68,2.04,152.89,59.2,1070.2,160.2,191.06,925.65,986.6,0,325.0,114.3,114.3,120.55,119.4,3.2,0.0,3704.0,754.0
47.9482803,-97.1726379,844.6,29.91,21.5,0.0,0.37,2.07,-0.08,-0.01,-0.02,1.0,266.9,28.0,28.0,5.0,0.3,22.61,20.63,2.03,152.85,59.28,1073.8,160.48,191.47,935.46,988.61,0,325.0,114.3,114.3,120.55,119.4,3.2,0.0,3704.0,751.5
47.9482841,-97.1726379,842.6,29.91,21.5,0.0,-32.13,2.04,0.0,0.01,0.02,1.1,266.9,28.0,28.0,5.0,0.3,22.61,20.63,2.03,152.81,59.24,1070.8,160.73,191.93,933.51,990.32,0,325.0,114.3,114.3,120.55,119.4,3.2,0.0,3704.0,750.5
47.9482841,-97.1726532,840.6,29.91,21.5,0.0,-56.09,2.0,-0.01,-0.0,-0.02,1.0,266.9,28.0,28.0,5.0,0.3,22.61,20.6,2.03,152.77,59.35,1075.5,161.0,192.39,933.95,991.24,0,325.0,114.3,114.3,120.55,119.4,3.2,0.0,3704.0,749.5
47.9482841,-97.1726532,841.6,29.91,21.5,0.0,-40.13,2.09,-0.01,0.0,0.0,1.0,266.9,28.1,28.0,5.2,0.3,22.61,20.6,2.06,152.72,59.46,1082.8,161.4,192.92,936.91,992.01,0,325.0,114.3,114.3,120.55,119.4,3.2,0.0,3704.0,749.0
47.9482841,-97.1726532,843.6,29.91,21.5,0.0,12.64,2.02,0.0,0.0,-0.01,1.0,266.9,28.0,28.0,5.1,0.3,22.59,20.6,2.05,152.68,59.36,1080.6,161.69,193.39,939.78,993.0,0,325.0,114.3,114.3,120.55,119.4,3.2,0.0,3704.0,747.0
47.9482918,-97.1726532,842.6,29.91,21.5,0.0,24.08,2.01,-0.01,0.01,0.01,1.0,266.9,28.0,28.0,4.9,0.3,22.57,20.6,2.04,152.63,59.44,1081.7,161.98,193.87,944.36,995.35,0,325.0,114.3,114.3,120.55,119.4,3.2,0.0,3704.0,745.5
