Latitude,Longitude,AltB,BaroA,OAT,GndSpd,VSpd,Pitch,Roll,LatAc,NormAc,HDG,TRK,volt1,volt2,amp1,amp2,FQtyL,FQtyR,E1_FFlow,E1_OilT,E1_OilP,E1_RPM,E1_CHT2,E1_CHT4,E1_EGT2,E1_EGT4,TAS,CRS,NAV1,NAV2,COM1,COM2,MagVar,VSpdG,HAL,HPLfd
47.9482689,-97.1728134,902.0,29.97,16.2,0.0,-19.38,2.82,-0.48,0.01,0.03,359.5,266.7,27.9,27.8,4.8,0.5,22.25,24.0,2.49,64.36,69.35,1229.8,82.0,77.06,1027.3,1115.98,0.0,250.1,108.4,114.3,118.4,123.3,3.2,0.0,3704.0,68.0
47.9482689,-97.1728134,902.0,29.97,16.2,0.0,-19.38,2.82,-0.48,0.01,0.03,359.5,266.7,27.9,27.8,4.8,0.5,22.25,24.0,2.49,64.36,69.35,1229.8,82.0,77.06,1027.3,1115.98,0.0,250.1,108.4,114.3,118.4,123.3,3.2,0.0,3704.0,68.0
47.9482765,-97.1728134,902.0,29.97,16.2,0.0,-15.1,2.78,-0.51,0.03,-0.0,359.5,266.7,27.8,27.8,4.7,0.5,22.22,24.0,2.46,64.4,69.34,1231.3,82.68,77.78,1028.66,1119.83,0.0,250.1,108.4,114.3,118.4,123.3,3.2,0.0,3704.0,68.0
47.9482689,-97.1728134,902.0,29.97,16.2,0.0,0.32,2.85,-0.51,0.01,0.01,359.5,266.7,27.8,27.8,4.5,0.5,22.2,24.0,2.16,64.49,67.33,1147.9,84.34,79.55,1038.68,1119.05,0.0,250.1,108.4,114.3,118.4,123.3,3.2,0.0,3704.0,68.0
47.9482689,-97.1728134,901.0,29.97,16.2,0.0,-10.52,2.85,-0.55,0.01,0.01,359.5,266.7,27.8,27.7,4.4,0.5,22.18,24.0,2.12,64.54,66.55,1104.4,85.15,80.42,1046.06,1111.42,0.0,250.1,108.4,114.3,118.4,123.3,3.2,0.0,3704.0,68.0
47.9482689,-97.1728134,901.0,29.97,16.2,0.0,-13.09,2.87,-0.56,0.01,-0.0,359.5,266.7,27.8,27.8,4.4,0.5,22.18,24.0,2.08,64.58,65.41,1061.2,85.95,81.31,1037.3,1102.21,0.0,250.1,108.4,114.3,118.4,123.3,3.2,0.0,3704.0,68.0
47.9482689,-97.1728134,901.0,29.97,16.2,0.0,-13.08,2.89,-0.53,0.01,0.01,359.5,266.7,27.8,27.8,4.3,0.5,22.18,24.0,2.05,64.62,64.79,1033.2,86.72,82.17,1016.22,1091.41,0.0,250.1,108.4,114.3,118.4,123.3,3.2,0.0,3704.0,68.0
47.9482689,-97.1728134,901.0,29.97,16.2,0.0,-7.2,2.83,-0.52,0.02,-0.01,359.5,266.7,27.8,27.7,4.1,0.5,22.18,24.0,2.05,64.67,64.66,1021.1,87.51,83.05,990.57,1081.34,0.0,250.1,108.4,114.3,118.4,123.3,3.2,0.0,3704.0,68.0
47.9482689,-97.1728134,901.0,29.97,16.2,0.0,-13.71,2.86,-0.53,0.02,0.01,359.5,266.7,27.8,27.7,4.1,0.5,22.18,24.0,1.96,64.71,64.15,1003.1,88.28,83.99,966.25,1071.17,0.0,250.1,108.4,114.3,118.4,123.3,3.2,0.0,3704.0,67.5
47.9482689,-97.1728134,901.0,29.97,16.2,0.0,-16.71,2.89,-0.53,0.02,-0.0,359.5,266.7,27.8,27.7,3.9,0.4,22.18,24.0,1.93,64.75,63.76,986.9,89.09,84.9,956.73,1061.0,0.0,250.1,108.4,114.3,118.4,123.3,3.2,0.0,3704.0,67.5
