Latitude,Longitude,AltB,BaroA,OAT,GndSpd,VSpd,Pitch,Roll,LatAc,NormAc,HDG,TRK,volt1,volt2,amp1,amp2,FQtyL,FQtyR,E1_FFlow,E1_OilT,E1_OilP,E1_RPM,E1_CHT2,E1_CHT4,E1_EGT2,E1_EGT4,TAS,CRS,NAV1,NAV2,COM1,COM2,MagVar,VSpdG,HAL,HPLfd
47.9485893,-97.1726227,836.5,29.99,24.0,0.0,10.54,1.91,-0.29,-0.01,-0.02,1.5,267.0,28.0,28.0,6.9,0.6,22.18,19.98,2.31,151.93,62.48,1221.5,138.27,154.78,974.95,1053.55,0,250.1,108.4,114.3,120.55,123.3,3.2,0.0,3704.0,50.5
47.9485893,-97.1726227,836.5,29.99,24.0,0.0,0.5,1.86,-0.3,0.02,-0.05,1.5,267.0,28.0,28.0,6.8,0.6,22.18,19.98,2.33,151.88,62.16,1213.3,138.73,155.35,982.71,1064.62,0,250.1,108.4,114.3,120.55,123.3,3.2,-3.9,3704.0,50.5
47.9485855,-97.1726227,836.5,29.99,24.0,0.0,2.5,1.92,-0.3,0.01,0.01,1.5,267.0,28.0,27.9,6.6,0.6,22.18,20.03,2.3,151.83,61.57,1180.8,139.12,155.86,993.17,1070.31,0,250.1,108.4,114.3,120.55,123.3,3.2,0.0,3704.0,50.5
47.9485855,-97.1726227,835.5,29.99,24.0,0.0,-11.7,1.91,-0.33,0.01,0.03,1.5,267.0,28.0,27.9,6.6,0.6,22.18,19.98,2.27,151.76,61.48,1169.4,139.51,156.42,1002.59,1069.44,0,250.1,108.4,114.3,120.55,123.3,3.2,0.0,3704.0,50.5
47.9485855,-97.1726227,835.5,29.99,24.0,0.0,-8.72,1.89,-0.32,0.01,-0.01,1.5,267.0,28.0,27.9,6.6,0.5,22.18,19.98,2.29,151.7,61.36,1164.8,139.96,157.01,1009.22,1067.21,0,250.1,108.4,114.3,120.55,123.3,3.2,0.0,3704.0,50.5
47.9485855,-97.1726227,836.5,29.99,24.0,0.0,-0.83,1.91,-0.29,0.02,0.03,1.5,267.0,28.0,28.0,6.7,0.5,22.2,19.98,2.27,151.63,61.62,1178.9,140.41,157.55,1015.14,1065.72,0,250.1,108.4,114.3,120.55,123.3,3.2,0.0,3704.0,51.0
47.9485855,-97.1726227,836.5,29.99,24.0,0.0,14.58,1.89,-0.31,0.01,0.02,1.5,267.0,28.0,28.0,6.6,0.5,22.2,19.98,2.28,151.56,62.03,1203.6,140.81,158.1,1019.63,1067.08,0,250.1,108.4,114.3,120.55,123.3,3.2,0.0,3704.0,51.0
47.9485855,-97.1726227,837.5,29.99,24.0,0.0,23.55,1.91,-0.31,0.0,0.01,1.5,267.0,28.0,27.9,6.5,0.5,22.25,19.98,2.25,151.49,62.05,1212.8,141.23,158.66,1022.11,1073.21,0,250.1,108.4,114.3,120.55,123.3,3.2,3.9,3704.0,51.0
47.9485893,-97.1726227,837.5,29.99,24.0,0.0,18.28,1.89,-0.3,0.01,-0.0,1.5,267.0,28.0,27.9,6.5,0.5,22.25,19.98,2.28,151.42,62.26,1217.5,141.68,159.26,1024.5,1079.07,0,250.1,108.4,114.3,120.55,123.3,3.2,3.9,3704.0,51.0
47.9485893,-97.1726227,836.5,29.99,24.0,0.0,-1.77,1.91,-0.3,0.01,0.01,1.5,267.0,28.0,28.0,6.5,0.5,22.25,19.98,2.3,151.36,62.22,1216.2,142.19,159.92,1027.11,1083.86,0,250.1,108.4,114.3,120.55,123.3,3.2,27.6,3704.0,43.0
47.9485893,-97.1726227,836.5,29.99,24.0,0.0,-0.55,1.88,-0.3,0.01,0.03,1.5,267.0,28.0,28.0,6.5,0.5,22.27,19.98,2.3,151.29,62.41,1220.7,142.71,160.56,1029.86,1088.61,0,250.1,108.4,114.3,120.55,123.3,3.2,0.0,3704.0,43.0
47.9485893,-97.1726227,837.5,29.99,24.0,0.0,1.47,1.85,-0.26,0.01,-0.02,1.6,267.0,28.0,28.0,6.5,0.5,22.27,19.98,2.3,151.2,62.46,1221.9,143.17,161.15,1032.35,1092.54,0,250.1,108.4,114.3,120.55,123.3,3.2,0.0,3704.0,43.0
47.9485855,-97.1726227,837.5,29.99,24.0,0.0,9.54,1.88,-0.29,0.0,0.02,1.5,267.0,28.0,28.0,6.3,0.5,22.27,19.95,2.28,151.13,62.35,1223.7,143.63,161.75,1035.71,1096.25,0,250.1,108.4,114.3,120.55,123.3,3.2,0.0,3704.0,43.0
47.9485855,-97.1726227,837.5,29.99,24.0,0.0,10.92,1.87,-0.25,-0.01,0.0,1.5,267.0,28.0,27.9,6.2,0.5,22.27,19.95,2.26,151.05,62.09,1222.4,144.17,162.47,1037.61,1100.08,0,250.1,108.4,114.3,120.55,123.3,3.2,3.9,3704.0,43.0
47.9485855,-97.1726303,835.5,29.99,24.0,0.0,-24.98,1.92,-0.27,0.01,0.02,1.5,267.0,28.0,28.0,6.4,0.5,22.25,19.95,2.25,150.97,62.38,1222.8,144.22,162.65,1039.37,1103.59,0,250.1,108.4,114.3,120.55,123.3,3.2,0.0,3704.0,43.0
47.9485855,-97.1726303,836.5,29.99,24.0,0.0,-26.26,1.88,-0.3,0.0,0.0,1.5,267.0,28.0,28.0,6.4,0.5,22.25,19.98,2.26,150.89,62.45,1224.7,144.33,162.89,1041.34,1107.21,0,250.1,108.4,114.3,120.55,123.3,3.2,0.0,3704.0,43.0
47.9485855,-97.1726303,835.5,29.99,24.0,0.0,-18.74,1.86,-0.29,0.01,-0.0,1.5,267.0,28.0,28.0,6.3,0.5,22.22,19.95,2.24,150.8,62.37,1219.3,144.84,163.56,1044.09,1110.76,0,250.1,108.4,114.3,120.55,123.3,3.2,0.0,3704.0,43.0
47.9485855,-97.1726303,835.5,29.99,24.0,0.0,-3.52,1.87,-0.22,0.0,0.02,1.5,267.0,28.0,28.0,6.2,0.5,22.2,19.95,2.25,150.72,62.3,1214.5,145.31,164.19,1045.25,1115.21,0,250.1,108.4,114.3,120.55,123.3,3.2,0.0,3704.0,43.0
47.9485855,-97.1726303,834.5,29.99,23.8,0.0,-28.1,1.83,-0.33,0.0,-0.03,1.4,267.0,28.0,28.0,6.2,0.4,22.2,19.98,2.2,150.64,62.31,1217.5,145.86,164.86,1045.77,1118.9,0,250.1,108.4,114.3,120.55,123.3,3.2,0.0,3704.0,43.0
47.9485855,-97.1726227,835.5,29.99,23.8,0.0,-17.09,1.88,-0.29,0.0,0.01,1.5,267.0,28.0,28.0,6.2,0.5,22.2,19.95,2.21,150.55,62.14,1215.9,146.36,165.5,1047.55,1122.02,0,250.1,108.4,114.3,120.55,123.3,3.2,0.0,3704.0,43.0
47.9485855,-97.1726227,835.5,29.99,23.8,0.0,-2.42,1.83,-0.29,0.0,-0.01,1.5,267.0,28.0,28.0,6.2,0.4,22.2,19.95,2.18,150.46,62.22,1216.9,146.94,166.24,1050.34,1124.59,0,250.1,108.4,114.3,120.55,123.3,3.2,-3.9,3704.0,43.0
47.9485855,-97.1726227,835.5,29.99,23.8,0.0,10.61,1.88,-0.29,0.02,0.0,1.5,267.0,28.0,28.0,6.1,0.4,22.22,19.98,2.22,150.39,62.27,1215.9,147.53,166.96,1051.59,1127.35,0,250.1,108.4,114.3,120.55,123.3,3.2,0.0,3704.0,43.0
47.9485855,-97.1726227,835.5,29.99,23.8,0.0,12.16,1.83,-0.31,0.01,-0.01,1.5,267.0,28.0,27.9,6.0,0.4,22.22,19.98,2.21,150.32,62.21,1213.9,148.0,167.59,1050.81,1130.71,0,250.1,108.4,114.3,120.55,123.3,3.2,0.0,3704.0,43.0
47.9485893,-97.1726227,835.5,29.99,23.8,0.0,0.69,1.87,-0.29,0.01,0.01,1.5,267.0,28.0,28.0,6.0,0.4,22.25,19.98,2.16,150.23,62.25,1210.3,148.54,168.28,1050.16,1134.56,0,250.1,108.4,114.3,120.55,123.3,3.2,0.0,3704.0,43.0
47.9485855,-97.1726227,835.5,29.99,23.8,0.0,0.02,1.86,-0.27,0.0,-0.0,1.5,267.0,28.0,28.0,6.0,0.4,22.27,19.98,2.17,150.14,62.26,1208.1,149.14,169.02,1050.05,1137.8,0,250.1,108.4,114.3,120.55,123.3,3.2,0.0,3704.0,43.0
47.9485855,-97.1726227,836.5,29.99,23.8,0.0,8.09,1.88,-0.25,-0.0,-0.02,1.5,267.0,28.0,28.0,6.1,0.4,22.27,20.03,2.15,150.05,62.33,1210.5,149.75,169.8,1049.13,1142.06,0,250.1,108.4,114.3,120.55,123.3,3.2,-3.9,3704.0,43.0
47.9485855,-97.1726227,836.5,29.99,23.8,0.0,18.35,1.87,-0.27,-0.01,-0.01,1.5,267.0,28.0,28.0,6.0,0.4,22.27,19.98,2.15,149.98,62.19,1210.0,150.39,170.55,1048.88,1146.06,0,250.1,108.4,114.3,120.55,123.3,3.2,0.0,3704.0,43.0
