Latitude,Longitude,AltB,BaroA,OAT,GndSpd,VSpd,Pitch,Roll,LatAc,NormAc,HDG,TRK,volt1,volt2,amp1,amp2,FQtyL,FQtyR,E1_FFlow,E1_OilT,E1_OilP,E1_RPM,E1_CHT2,E1_CHT4,E1_EGT2,E1_EGT4,TAS,CRS,NAV1,NAV2,COM1,COM2,MagVar,VSpdG,HAL,HPLfd
47.9482613,-97.1726303,839.2,30.07,23.0,0.0,-9.46,2.42,0.09,-0.01,0.0,0.3,266.6,27.9,27.9,6.8,0.4,20.52,20.55,1.69,139.97,58.3,936.2,146.9,170.61,893.83,997.64,0.0,346.7,114.3,114.3,120.55,123.3,3.2,-3.9,3704.0,145.0
47.9482651,-97.1726303,840.2,30.07,23.0,0.0,-11.64,2.44,0.07,-0.01,0.01,0.4,266.6,27.9,27.9,7.1,0.4,20.52,20.55,1.69,139.94,58.31,935.2,147.14,170.82,894.43,996.24,0.0,346.7,114.3,114.3,120.55,123.3,3.2,-7.9,3704.0,144.5
47.9482651,-97.1726303,842.2,30.07,23.0,0.0,27.95,2.42,0.04,0.01,0.0,0.3,266.6,27.9,27.9,6.8,0.4,20.52,20.55,1.65,139.87,58.31,934.7,147.61,171.36,893.07,992.92,0.0,346.7,114.3,114.3,120.55,123.3,3.2,-3.9,3704.0,144.0
47.9482651,-97.1726303,842.2,30.07,23.0,0.0,47.53,2.43,0.04,0.02,-0.01,0.3,266.6,27.9,27.9,6.9,0.4,20.52,20.55,1.67,139.81,58.34,936.7,148.05,171.91,890.25,989.67,0.0,346.7,114.3,114.3,120.55,123.3,3.2,-3.9,3704.0,143.5
47.9482651,-97.1726303,842.2,30.07,23.0,0.0,36.82,2.41,0.01,0.0,-0.01,0.3,266.6,27.9,27.9,6.9,0.4,20.52,20.6,1.68,139.74,58.38,943.3,148.44,172.42,883.46,987.2,0.0,346.7,114.3,114.3,120.55,123.3,3.2,-3.9,3704.0,143.5
47.9482651,-97.1726303,842.2,30.07,23.0,0.0,16.65,2.41,0.09,-0.0,0.01,0.3,266.6,28.0,27.9,7.2,0.4,20.54,20.55,1.66,139.67,58.29,940.4,148.88,172.99,884.39,985.34,0.0,346.7,114.3,114.3,120.55,123.3,3.2,-3.9,3704.0,143.5
47.9482651,-97.1726303,844.2,30.07,23.0,0.0,41.84,2.4,0.02,0.0,-0.01,0.3,266.6,27.9,27.9,7.0,0.4,20.54,20.55,1.7,139.61,58.37,945.3,149.37,173.61,883.25,983.2,0.0,346.7,114.3,114.3,120.55,123.3,3.2,-3.9,3704.0,143.5
47.9482689,-97.1726303,842.2,30.07,23.0,0.0,8.68,2.38,0.12,-0.01,-0.01,0.3,266.6,27.9,27.9,6.8,0.4,20.54,20.55,1.71,139.54,58.51,947.6,149.84,174.21,881.77,981.12,0.0,346.7,114.3,114.3,120.55,123.3,3.2,0.0,3704.0,65.5
47.9482689,-97.1726303,841.2,30.07,23.0,0.0,-33.44,2.4,0.09,0.01,0.01,0.3,266.6,27.9,27.9,6.8,0.4,20.54,20.55,1.66,139.48,58.44,942.0,150.26,174.73,885.82,979.18,0.0,346.7,114.3,114.3,120.55,123.3,3.2,-3.9,3704.0,65.0
47.9482689,-97.1726303,840.2,30.07,23.0,0.0,-46.79,2.44,0.12,-0.01,0.0,0.3,266.6,27.9,27.9,6.7,0.4,20.54,20.55,1.66,139.42,58.34,936.2,150.64,175.27,900.52,976.81,0.0,346.7,114.3,114.3,120.55,123.3,3.2,3.9,3704.0,65.0
47.9482689,-97.1726303,841.2,30.07,23.0,0.0,-24.65,2.44,0.13,0.01,-0.0,0.3,266.6,28.0,27.9,7.1,0.4,20.57,20.6,1.65,139.35,58.35,940.6,151.06,175.83,901.81,974.33,0.0,346.7,114.3,114.3,120.55,123.3,3.2,0.0,3704.0,64.5
47.9482689,-97.1726303,842.2,30.07,23.0,0.0,7.76,2.44,0.11,0.01,0.0,0.3,266.6,27.9,27.9,6.9,0.4,20.57,20.6,1.68,139.29,58.36,940.9,151.57,176.49,896.04,972.45,0.0,346.7,114.3,114.3,120.55,123.3,3.2,0.0,3704.0,72.5
47.9482689,-97.1726303,841.2,30.07,23.0,0.0,-15.42,2.48,0.1,-0.01,0.0,0.3,266.6,27.9,27.9,6.8,0.4,20.57,20.6,1.63,139.23,58.36,945.3,152.01,177.1,894.35,971.65,0.0,346.7,114.3,114.3,120.55,123.3,3.2,0.0,3704.0,72.0
47.9482689,-97.1726303,844.2,30.07,23.0,0.0,37.77,2.45,0.11,0.01,-0.01,0.3,266.6,27.9,27.9,6.8,0.4,20.57,20.63,1.67,139.17,58.39,941.0,152.4,177.68,895.23,970.89,0.0,346.7,114.3,114.3,120.55,123.3,3.2,0.0,3704.0,72.0
47.9482689,-97.1726303,843.2,30.07,23.0,0.0,37.84,2.44,0.08,-0.0,-0.0,0.2,266.6,27.9,27.9,6.9,0.4,20.59,20.6,1.68,139.1,58.31,935.6,152.83,178.21,896.26,970.51,0.0,346.7,114.3,114.3,120.55,123.3,3.2,0.0,3704.0,72.0
47.9482689,-97.1726303,842.2,30.07,23.0,0.0,8.11,2.41,0.1,-0.01,-0.0,0.3,266.6,28.0,27.9,7.0,0.4,20.59,20.6,1.67,139.04,58.44,938.4,153.22,178.8,893.21,970.02,0.0,346.7,114.3,114.3,120.55,123.3,3.2,0.0,3704.0,72.0
47.9482689,-97.1726303,843.2,30.07,23.0,0.0,2.9,2.43,0.08,0.01,-0.01,0.3,266.6,27.9,27.9,7.0,0.4,20.59,20.6,1.69,138.99,58.45,944.1,153.6,179.33,888.0,969.61,0.0,346.7,114.3,114.3,120.55,123.3,3.2,0.0,3704.0,72.0
47.9482765,-97.1726227,843.2,30.07,23.0,0.0,6.91,2.43,0.05,0.01,-0.0,0.3,266.6,27.9,27.9,6.9,0.3,20.59,20.6,1.68,138.93,58.55,951.3,154.0,179.93,895.57,968.97,0.0,346.7,114.3,114.3,120.55,123.3,3.2,0.0,3704.0,100.5
47.9482765,-97.1726227,843.2,30.07,23.2,0.0,12.8,2.43,0.08,0.02,0.01,0.3,266.6,27.9,27.9,6.8,0.3,20.59,20.6,1.67,138.87,58.51,949.9,154.54,180.58,908.19,968.62,0.0,346.7,114.3,114.3,120.55,123.3,3.2,3.9,3704.0,100.0
47.9482765,-97.1726227,841.2,30.07,23.2,0.0,-31.25,2.38,0.11,0.0,-0.02,0.2,266.6,28.0,27.9,6.9,0.3,20.59,20.6,1.69,138.81,58.44,945.8,154.94,181.22,913.3,969.21,0.0,346.7,114.3,114.3,120.55,123.3,3.2,0.0,3704.0,100.5
47.9482689,-97.1726227,839.2,30.07,23.2,0.0,-80.91,2.4,0.13,0.01,0.01,0.3,266.6,28.0,27.9,7.1,0.3,20.59,20.55,1.68,138.75,58.67,956.9,155.34,181.81,910.82,969.75,0.0,346.7,114.3,114.3,120.55,123.3,3.2,0.0,3704.0,100.5
47.9482689,-97.1726227,840.2,30.07,23.2,0.0,-46.01,2.31,0.03,-0.01,0.02,0.2,266.6,27.9,27.9,6.8,0.3,20.54,20.55,1.63,138.69,58.69,959.1,155.71,182.34,922.02,969.96,0.0,346.7,114.3,114.3,120.55,123.3,3.2,0.0,3704.0,100.5
47.9482689,-97.1726227,840.2,30.07,23.2,0.0,-18.28,2.32,0.05,-0.0,0.02,0.2,266.6,27.9,27.9,6.8,0.3,20.52,20.55,1.67,138.64,58.72,960.9,156.19,182.98,925.82,970.69,0.0,346.7,114.3,114.3,120.55,123.3,3.2,0.0,3704.0,100.5
