run,n_error_windows,mean_nearest_dist,median_nearest_dist,q25,q75,clusters,noise_rate
eps5.0_min5,1019,7.20211563748372,6.5816583008242855,5.199862745386708,8.60201444861854,10,
eps6.3751645929797665_min3,1019,13.854494956207857,13.919820858935926,10.65963057494227,16.59769956396689,3,
eps8.434035792216937_min2,1019,14.871649480093563,14.385719932775919,10.982627380249003,18.01054656558307,2,
