file,window_idx,prototype_id,nearest_dist,top3_sensors,viol_count_AltMSL,viol_sev_AltMSL,viol_count_E1 RPM,viol_sev_E1 RPM,viol_count_E1 FFlow,viol_sev_E1 FFlow,viol_count_E1 CHT1,viol_sev_E1 CHT1,viol_count_E1 EGT1,viol_sev_E1 EGT1,viol_count_NormAc,viol_sev_NormAc,viol_count_IAS,viol_sev_IAS
window_8025.csv,8025,4,62.80671932990024,"AltMSL, E1 FFlow, E1 CHT1",30,30680837644.635567,30,144753496.75748613,30,5348712837.864149,30,4878967983.946715,30,3703039037.7162123,29,9769945862.812103,30,4100926225.7398887
window_8050.csv,8050,4,62.15208069585398,"AltMSL, NormAc, E1 FFlow",30,30224484170.52081,30,130056155.35508187,30,5341732388.68489,30,4858712720.811741,30,3660927654.342494,30,9976092688.282244,30,4011425393.6961284
window_8075.csv,8075,4,61.48971114826884,"AltMSL, NormAc, E1 FFlow",30,30549749225.597656,30,84003563.45763399,30,5188162058.775982,30,4855672965.76702,30,3595057462.654131,30,8281322536.74731,30,3655403235.2744985
window_8100.csv,8100,4,64.35027718393711,"AltMSL, E1 FFlow, E1 CHT1",30,30243492825.79518,30,191048312.60352084,30,5204815299.252822,30,4847659614.773525,30,3620749329.310496,29,11961532478.060192,30,3313958698.241158
window_8125.csv,8125,4,61.05858341101168,"AltMSL, E1 FFlow, E1 CHT1",30,30369376311.84075,30,245342844.97268713,30,5086649876.983871,30,4776055501.780158,30,3486914725.4869804,29,8965713510.556305,30,2572617933.069624
window_8150.csv,8150,4,59.47278314688237,"AltMSL, NormAc, E1 CHT1",30,30444268962.155952,30,111871673.3722059,30,4570703545.655644,30,4609913032.165846,30,3710645380.8704624,30,6407137875.958916,30,2589265375.780447
window_8175.csv,8175,4,60.069904656068445,"AltMSL, E1 FFlow, E1 CHT1",30,30672642255.819485,30,86039412.26429744,30,4624412988.706951,30,4323917156.40654,30,3923155902.773925,26,6595109027.4683895,30,2700454525.8079414
window_8200.csv,8200,4,60.102117179908184,"AltMSL, NormAc, E1 FFlow",30,30606734498.541935,30,106816065.17190307,30,4713746804.5628395,30,4029974965.270322,30,3925572887.7771597,30,7560935525.62563,30,2925326237.685751
window_8225.csv,8225,4,64.4058350923518,"AltMSL, NormAc, E1 FFlow",30,31005905782.940514,30,192685814.82696304,30,4902840626.94455,30,3809170731.453738,30,3896319133.184431,30,11409852457.165014,30,3298793624.322038
window_825.csv,825,3,6.041044886331211,"E1 CHT1, E1 EGT1, E1 FFlow",0,6.5941337217820255,9,23.486790655879588,15,27.62158027118874,30,299.4466023840391,23,55.25534112403677,1,12.206127192701908,0,7.771561172376096e-08
