flight_id,subseq_id,window_idx,top1_feature,top1_z,top2_feature,top2_z,top3_feature,top3_z,top4_feature,top4_z,top5_feature,top5_z
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617,open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617,1136,mae_Longitude,1.6586562128956832,mae_E1_CHT4,1.225413315702643,mae_volt1,0.8053842826589555,mae_AltB,0.7635773216646559,mae_E1_OilT,0.6390595910624017
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617,open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617,1137,mae_Longitude,1.6015308132840456,mae_FQtyL,1.0191627312538933,mae_E1_OilT,0.8813340097209938,mae_VSpd,0.87801062126012,mae_HPLfd,0.7970136508981372
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617,open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617,1138,mae_NormAc,5.873541028505686,mae_LatAc,2.5970909762009935,mae_VSpdG,2.1748999410654704,mae_Longitude,1.6051868389028328,mae_Pitch,1.3799310058597645
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617,open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617,1139,mae_LatAc,1.6032756187796822,mae_Longitude,1.4036484289727018,mae_Roll,1.1802323792861604,mae_E1_OilT,0.8813340097209938,mae_volt1,0.8053842826589555
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617,open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617,1140,mae_NormAc,3.95363878287031,mae_Roll,1.9537600844910703,mae_Longitude,1.6938454590543737,mae_FQtyR,1.21514585716189,mae_E1_OilT,0.8813340097209938
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617,open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617,1141,mae_E1_RPM,5.836085045451884,mae_Pitch,4.310266950320741,mae_Roll,3.765185723262061,mae_E1_OilP,2.4522271858073736,mae_GndSpd,2.4177147667127796
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617,open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617,1142,mae_FQtyR,4.04714996080588,mae_FQtyL,3.1540885872456683,mae_VSpd,2.284072457655867,mae_Pitch,2.187268459945952,mae_Roll,1.3368962183150035
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617,open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617,1143,mae_amp2,2.131777480674664,mae_VSpd,1.9478628203672745,mae_GndSpd,1.8519149763824376,mae_Pitch,1.499536554613274,mae_FQtyR,1.21514585716189
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617,open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617,1144,mae_NormAc,6.571687299645823,mae_GndSpd,3.9453742006046593,mae_Pitch,2.7553948165251207,mae_FQtyR,2.631147908983984,mae_VSpdG,2.17489994106547
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617,open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617,1145,mae_Roll,5.53744540227584,mae_FQtyR,3.480749140077102,mae_Latitude,1.918995805032175,mae_FQtyL,1.9087151712504715,mae_LatAc,1.1063679400690263
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617,open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617,1146,mae_FQtyL,3.6878200512435653,mae_NormAc,3.6045656473002414,mae_FQtyR,3.480749140077102,mae_LatAc,2.1001832974903376,mae_Latitude,1.933107293431547
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617,open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617,1147,mae_Roll,6.820130584324488,mae_E1_FFlow,3.5382307261243464,mae_E1_RPM,3.0094154050176143,mae_E1_OilP,2.920693994182713,mae_GndSpd,2.5591647142953553
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617,open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617,1148,mae_GndSpd,6.095413403859944,mae_Pitch,5.027900242841796,mae_FQtyL,2.620357123247709,mae_AltB,2.2650112608872615,mae_E1_CHT2,1.5687617047627767
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617,open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617,1149,mae_HDG,34.30022186822127,mae_Roll,5.684317751365379,mae_LatAc,2.1001832974903376,mae_TAS,1.8760163842890722,mae_AltB,1.8611994498803393
open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617,open_2017_05_08_close_2017_05_08_flight_Fixed Wing_N550ND_before_0_189617,1150,mae_E1_CHT2,5.499322467896614,mae_E1_CHT4,5.309724298402092,mae_FQtyR,4.896751191899097,mae_VSpd,3.2731682986724056,mae_VSpdG,2.3918834777849027
