subsequence_id,n_windows,n_anom_windows,max_consec_anom,mean_anom_score,proto_ids,label_subsequence,rule
window,67,12,5,0.3422928784841166,"0,1,2,3,5,6,7,8,9,10,11,12,13,14",1,n_anom>=3 OR consec>=2
