window_stem,path,mean_abs_z,top1_feature,top1_z,top2_feature,top2_z,top3_feature,top3_z
window_8875,exact_data/anomaly/window_8875.csv,0.5109262106028929,AltMSL__min,2.0544774698236306,AltMSL__mean,2.0230288686470805,AltMSL__max,1.9985336483785272
window_23550,exact_data/anomaly/window_23550.csv,0.5108761326989231,AltMSL__min,0.9916712384060551,NormAc__std,0.9857853401654209,AltMSL__mean,0.9724167516159902
window_22150,exact_data/anomaly/window_22150.csv,0.5106337071559476,E1 EGT1__min,1.0739866197401973,E1 EGT1__mean,1.062915725966091,AltMSL__min,1.0226371265953815
window_22225,exact_data/anomaly/window_22225.csv,0.5090022974108731,E1 EGT1__min,1.0315134867224325,E1 EGT1__mean,1.015643192162866,AltMSL__min,0.9915288665063342
window_22650,exact_data/anomaly/window_22650.csv,0.5089778804145367,AltMSL__min,1.0400064983613488,AltMSL__mean,0.9978085470076687,E1 EGT1__min,0.9900181524504009
window_21750,exact_data/anomaly/window_21750.csv,0.5082912409475969,E1 EGT1__min,1.0092685652570128,E1 EGT1__mean,0.9908811569236775,AltMSL__min,0.9894644739603791
window_22900,exact_data/anomaly/window_22900.csv,0.5080458209951134,E1 EGT1__min,1.0014461752911514,E1 EGT1__mean,0.975322429975006,AltMSL__mean,0.9744346739372713
window_22175,exact_data/anomaly/window_22175.csv,0.5073467324035638,E1 EGT1__min,1.067630927892935,E1 EGT1__mean,1.046200804508557,E1 EGT1__max,0.976321132105803
window_23150,exact_data/anomaly/window_23150.csv,0.5073288545859601,NormAc__max,1.2353040765574894,E1 FFlow__mean,1.0599739250601334,AltMSL__mean,1.0148356526834958
window_23025,exact_data/anomaly/window_23025.csv,0.5061529562584131,IAS__std,1.9019323339779985,E1 FFlow__std,1.30144802368822,AltMSL__min,1.1099822870742408
window_23125,exact_data/anomaly/window_23125.csv,0.5051717963115541,NormAc__max,1.2353040765574894,E1 RPM__std,1.172846081602062,AltMSL__mean,1.0190770702089071
window_22200,exact_data/anomaly/window_22200.csv,0.5050895894129611,E1 EGT1__min,1.0615807981537138,E1 EGT1__mean,1.0457675358294494,E1 EGT1__max,0.9776538025001972
window_21700,exact_data/anomaly/window_21700.csv,0.5050791909401214,AltMSL__min,0.9888238004116343,E1 EGT1__min,0.9746789346267192,E1 EGT1__mean,0.9587340813900228
window_2975,exact_data/anomaly/window_2975.csv,0.503515432827257,AltMSL__min,2.3909022688644512,AltMSL__mean,2.3589940318869,AltMSL__max,2.3237967948993625
window_4200,exact_data/anomaly/window_4200.csv,0.5021654061700228,IAS__min,1.2343054202874069,NormAc__min,1.1910041489593477,IAS__mean,1.1603058128511885
window_21825,exact_data/anomaly/window_21825.csv,0.5017990393717306,AltMSL__min,1.0410742876092567,E1 EGT1__min,1.0254633569832114,AltMSL__mean,1.0024965538992647
window_21525,exact_data/anomaly/window_21525.csv,0.5009591172321292,AltMSL__min,1.0299692794310153,AltMSL__mean,0.9917146106299339,E1 EGT1__min,0.9789568041393001
window_22100,exact_data/anomaly/window_22100.csv,0.49941281634928036,E1 EGT1__min,1.0403136754340272,E1 EGT1__mean,1.0138297923542334,AltMSL__min,1.0105355151190931
window_22775,exact_data/anomaly/window_22775.csv,0.49645054817184747,AltMSL__min,1.0359488992192991,AltMSL__mean,1.0034062729785311,E1 EGT1__min,0.9975349803082213
window_4300,exact_data/anomaly/window_4300.csv,0.495028346875754,NormAc__std,1.3825422865230352,IAS__min,1.0368376973182665,IAS__mean,1.0159911869111609
window_23200,exact_data/anomaly/window_23200.csv,0.49420566992837645,AltMSL__min,1.0260540521886867,AltMSL__mean,0.9933899114798036,AltMSL__max,0.9484548405702726
window_5450,exact_data/anomaly/window_5450.csv,0.4912885636880813,NormAc__max,2.512927514596796,NormAc__std,1.9728086535439253,NormAc__min,0.8812762224760003
window_16575,exact_data/anomaly/window_16575.csv,0.4899896501497307,NormAc__mean,1.7572293219047899,E1 FFlow__max,0.9877300708750753,E1 FFlow__mean,0.920556293711571
window_9550,exact_data/anomaly/window_9550.csv,0.48969621367123345,NormAc__min,2.016945286248275,E1 FFlow__max,1.0233055012959174,E1 FFlow__mean,1.0106882733001092
window_23350,exact_data/anomaly/window_23350.csv,0.48962098314257524,E1 FFlow__std,1.298501139452369,AltMSL__min,1.0576606139267581,AltMSL__mean,1.0256034185126313
window_21725,exact_data/anomaly/window_21725.csv,0.48811241901119423,AltMSL__min,0.9900339615592633,E1 EGT1__min,0.962884237256318,AltMSL__mean,0.9530149247072722
window_15325,exact_data/anomaly/window_15325.csv,0.487101274360515,NormAc__mean,1.2448886115401006,E1 FFlow__max,0.942667859008675,E1 FFlow__mean,0.915155126395404
window_25025,exact_data/anomaly/window_25025.csv,0.48600610478717926,E1 CHT1__max,0.9793108247260062,NormAc__min,0.977091336424086,NormAc__std,0.974585496523049
window_4375,exact_data/anomaly/window_4375.csv,0.48511377804743644,NormAc__min,2.5331584970538543,NormAc__std,1.4651355896636973,IAS__min,1.0127282660255226
window_9425,exact_data/anomaly/window_9425.csv,0.4787530479203526,NormAc__min,1.3974894332815797,NormAc__std,1.3757744981046434,IAS__min,0.9708237783024202
window_23250,exact_data/anomaly/window_23250.csv,0.47860051927797304,NormAc__min,1.1835766207463179,NormAc__std,1.1717102500064096,AltMSL__min,0.9967966267960128
window_23100,exact_data/anomaly/window_23100.csv,0.47678089592760586,NormAc__mean,1.1025717475499093,AltMSL__min,0.9954440937486628,AltMSL__mean,0.9578966899482183
window_23225,exact_data/anomaly/window_23225.csv,0.47544679214297636,NormAc__max,1.1070055598479065,NormAc__std,1.0472835785387256,AltMSL__min,1.000284738339178
window_15525,exact_data/anomaly/window_15525.csv,0.4752382337540805,E1 FFlow__max,1.227271302375413,NormAc__mean,1.159498493145986,E1 FFlow__mean,1.0733080568719209
window_21675,exact_data/anomaly/window_21675.csv,0.47424296809106287,E1 EGT1__min,1.0097574646298801,E1 EGT1__mean,1.000729500045449,AltMSL__min,0.9748713542389723
window_17700,exact_data/anomaly/window_17700.csv,0.4740393571594185,NormAc__max,2.087053035250361,AltMSL__std,1.2056357145308925,E1 FFlow__max,0.9450395543700644
window_21775,exact_data/anomaly/window_21775.csv,0.4729272606235974,AltMSL__min,1.0079728209241143,E1 EGT1__min,1.001385062869543,E1 EGT1__mean,0.9809597909908285
window_4150,exact_data/anomaly/window_4150.csv,0.47084544628328845,IAS__min,1.1708746546243547,IAS__mean,1.1152346072750223,E1 EGT1__mean,1.1150880903931704
window_15725,exact_data/anomaly/window_15725.csv,0.4704216584129124,E1 FFlow__max,1.5191519261136084,E1 FFlow__std,1.4807541098125425,E1 CHT1__max,1.0083968401154086
window_17950,exact_data/anomaly/window_17950.csv,0.46573398891506423,E1 FFlow__max,1.1300317925584442,E1 FFlow__mean,1.0185368445564142,NormAc__mean,0.9744865699587373
window_23050,exact_data/anomaly/window_23050.csv,0.4654781038393533,E1 EGT1__mean,1.0650333874875781,AltMSL__mean,1.0404684645585127,AltMSL__min,1.0377997339156726
window_23075,exact_data/anomaly/window_23075.csv,0.464922618280903,NormAc__mean,1.999167990688115,NormAc__max,1.022366836884272,AltMSL__min,0.9958712094478259
window_17750,exact_data/anomaly/window_17750.csv,0.4611997066426719,E1 CHT1__max,1.044150382250385,NormAc__max,1.0005369400112978,E1 CHT1__mean,0.9236726536171761
window_15575,exact_data/anomaly/window_15575.csv,0.458109387582427,E1 FFlow__max,0.9853583755136857,NormAc__max,0.8940683201746888,AltMSL__min,0.8590922720176245
window_18700,exact_data/anomaly/window_18700.csv,0.4551828013712718,E1 CHT1__mean,1.1918022942411552,E1 CHT1__max,1.1882012988862607,E1 CHT1__min,1.1225422124383253
window_4225,exact_data/anomaly/window_4225.csv,0.4540882779598596,NormAc__min,1.1910041489593477,IAS__min,1.1137582638236874,IAS__mean,1.054901857650285
window_15450,exact_data/anomaly/window_15450.csv,0.4534730119829973,E1 FFlow__std,1.7141016912573523,E1 FFlow__max,1.46697462816304,E1 CHT1__max,0.9426227825871021
window_16675,exact_data/anomaly/window_16675.csv,0.4491730661608526,E1 FFlow__std,2.1109212530207833,E1 FFlow__max,1.6353649988216932,E1 RPM__max,0.7875885182212463
window_15775,exact_data/anomaly/window_15775.csv,0.4487043405730121,NormAc__std,1.120629038254683,NormAc__max,1.1070055598479065,NormAc__min,1.0803339785852017
window_15275,exact_data/anomaly/window_15275.csv,0.4474230650977774,E1 FFlow__max,1.2462448652665288,E1 FFlow__mean,1.1583764421015526,E1 FFlow__min,0.9278617806263081
window_23400,exact_data/anomaly/window_23400.csv,0.44590166716841745,AltMSL__min,1.27392352960302,AltMSL__mean,1.2484373347989046,AltMSL__max,1.2328305876478678
window_16425,exact_data/anomaly/window_16425.csv,0.44439835260432947,E1 FFlow__std,1.8887629064212557,E1 FFlow__max,1.6306216080989144,NormAc__mean,1.0883400611508902
window_23500,exact_data/anomaly/window_23500.csv,0.43861165194577384,AltMSL__min,0.9489596684897427,AltMSL__mean,0.9294000351535376,AltMSL__max,0.8954918879235887
window_17250,exact_data/anomaly/window_17250.csv,0.43650143159817734,E1 CHT1__mean,0.9285015388733019,E1 FFlow__mean,0.9192903951218441,E1 CHT1__max,0.9073139007593326
window_23275,exact_data/anomaly/window_23275.csv,0.4361108637936056,NormAc__min,1.0803339785852017,AltMSL__min,1.0066202878767645,AltMSL__mean,0.9808286994658293
window_15750,exact_data/anomaly/window_15750.csv,0.4356774571494768,E1 CHT1__min,1.1328918940113784,E1 CHT1__mean,1.099760485831085,E1 CHT1__max,1.01699043557137
window_17975,exact_data/anomaly/window_17975.csv,0.4338968029002432,E1 FFlow__max,1.1205450111128863,E1 FFlow__mean,0.9711078440613221,AltMSL__std,0.9570102570272061
window_24625,exact_data/anomaly/window_24625.csv,0.4338500055567747,E1 CHT1__max,1.1845655469625869,E1 CHT1__mean,1.1277788717441741,E1 CHT1__min,1.0359812392818777
window_23175,exact_data/anomaly/window_23175.csv,0.43155326573273634,AltMSL__min,1.013667696912956,AltMSL__mean,0.982633960184166,AltMSL__max,0.9477486678683169
window_23300,exact_data/anomaly/window_23300.csv,0.4290724051780204,AltMSL__min,1.0501149032415427,AltMSL__mean,1.0456030608162947,AltMSL__max,1.0220380361140655
window_4250,exact_data/anomaly/window_4250.csv,0.427820087198004,IAS__min,0.9811563917135961,E1 RPM__min,0.9766677081926503,E1 RPM__mean,0.9349956750996302
window_24600,exact_data/anomaly/window_24600.csv,0.4262883413465483,E1 CHT1__min,1.3235769363270313,E1 CHT1__mean,1.3104843572664913,E1 CHT1__max,1.23678816550265
window_17725,exact_data/anomaly/window_17725.csv,0.4256423074602984,E1 CHT1__max,0.9291284123013853,E1 CHT1__mean,0.8886767997946735,E1 CHT1__min,0.7780356764315108
window_16250,exact_data/anomaly/window_16250.csv,0.4249805059724769,NormAc__mean,1.4725955939244066,E1 FFlow__max,1.2201562162912445,E1 FFlow__mean,1.0668941706839727
window_23325,exact_data/anomaly/window_23325.csv,0.4248076447510091,AltMSL__min,1.0713283162999778,AltMSL__mean,1.0418885714848485,AltMSL__max,1.0220380361140655
window_15475,exact_data/anomaly/window_15475.csv,0.42116582872206004,E1 CHT1__min,1.0817707395747806,E1 CHT1__mean,1.0415751313516248,E1 CHT1__max,0.9574963131839553
window_25550,exact_data/anomaly/window_25550.csv,0.42061269453708783,NormAc__max,1.1070055598479065,NormAc__std,1.0637837316160412,IAS__min,0.9363817335985002
window_9525,exact_data/anomaly/window_9525.csv,0.4205408501570711,E1 FFlow__std,1.4014962352662912,AltMSL__std,0.906461688411043,NormAc__std,0.815650143165004
window_15500,exact_data/anomaly/window_15500.csv,0.4132262788932281,E1 FFlow__std,0.9387912321676665,E1 CHT1__max,0.9135367671976978,E1 RPM__std,0.9063626403381706
window_15300,exact_data/anomaly/window_15300.csv,0.4089491861694894,E1 FFlow__max,1.0636243224395385,NormAc__mean,1.0598766883528516,E1 FFlow__mean,0.9668037888562514
window_25575,exact_data/anomaly/window_25575.csv,0.40750964896534037,NormAc__max,1.3199427995211244,NormAc__std,1.1654344122884195,IAS__min,1.0078489763591338
window_18675,exact_data/anomaly/window_18675.csv,0.40723378141072764,E1 CHT1__mean,1.2332655988786092,E1 CHT1__max,1.1885318217884147,E1 CHT1__min,1.1871493155913264
window_4275,exact_data/anomaly/window_4275.csv,0.4024259796283754,E1 FFlow__min,1.100607009038139,E1 RPM__min,0.9908922911011769,E1 FFlow__mean,0.9796418827074603
window_15550,exact_data/anomaly/window_15550.csv,0.4005687118609832,E1 FFlow__max,0.9995885476820224,E1 FFlow__mean,0.9728801020869393,E1 RPM__max,0.8540525702318555
window_9575,exact_data/anomaly/window_9575.csv,0.39630599036482883,E1 FFlow__std,1.2950087470152545,E1 CHT1__mean,1.0662170058070655,E1 CHT1__max,1.0530745006084985
window_4450,exact_data/anomaly/window_4450.csv,0.39158130304143524,NormAc__min,1.3974894332815797,IAS__min,1.056354855983821,IAS__mean,1.032178257320227
window_17650,exact_data/anomaly/window_17650.csv,0.39030581403566594,NormAc__std,1.1772143384869156,NormAc__max,1.128835456720881,E1 RPM__std,0.9891117055563708
window_5875,exact_data/anomaly/window_5875.csv,0.38821014043210733,E1 FFlow__min,0.8694703135896594,AltMSL__min,0.7648420744022951,AltMSL__mean,0.7390861917951759
window_4475,exact_data/anomaly/window_4475.csv,0.3868968108228487,NormAc__max,1.128835456720881,IAS__min,0.8267412246243552,IAS__mean,0.8236070356229482
window_16275,exact_data/anomaly/window_16275.csv,0.38676778398479256,E1 FFlow__mean,0.9783656626424216,E1 FFlow__min,0.833927681480395,E1 FFlow__max,0.8311981770233693
window_16450,exact_data/anomaly/window_16450.csv,0.38602209275559546,E1 CHT1__mean,0.881646792239672,NormAc__min,0.8738486942629701,E1 CHT1__min,0.8496869709669137
window_16475,exact_data/anomaly/window_16475.csv,0.38485806115876037,NormAc__min,0.977091336424086,E1 CHT1__mean,0.8858137404157481,E1 CHT1__min,0.8838722828294232
window_16175,exact_data/anomaly/window_16175.csv,0.38164591728859987,NormAc__min,1.2868192629074335,NormAc__std,1.2597934809675198,AltMSL__std,0.8223122930328816
window_5425,exact_data/anomaly/window_5425.csv,0.3756583199709512,NormAc__min,0.8812762224760003,E1 FFlow__min,0.8186951248621388,E1 FFlow__mean,0.6779257306806276
window_18500,exact_data/anomaly/window_18500.csv,0.3640336610434254,AltMSL__max,0.8015117321463623,AltMSL__mean,0.7878400457237555,AltMSL__min,0.7758758966306758
window_18250,exact_data/anomaly/window_18250.csv,0.36391944237289936,NormAc__min,0.8738486942629701,NormAc__mean,0.8179380195695263,E1 EGT1__std,0.6075822857954941
window_18150,exact_data/anomaly/window_18150.csv,0.3599996910741446,E1 CHT1__mean,0.9529081169070781,E1 CHT1__max,0.9333681413268367,E1 CHT1__min,0.8631729196833152
window_9600,exact_data/anomaly/window_9600.csv,0.34777066248292815,E1 CHT1__max,1.231226344868589,E1 CHT1__mean,1.1428497871076917,E1 CHT1__min,0.9960062428943052
window_17100,exact_data/anomaly/window_17100.csv,0.34312400118361264,NormAc__mean,1.2164252387420622,E1 CHT1__min,0.7189046310892364,NormAc__max,0.702960977374445
window_16725,exact_data/anomaly/window_16725.csv,0.3367195077916406,E1 CHT1__mean,0.7651675690053292,E1 CHT1__min,0.75904885052411,E1 CHT1__max,0.7281134190902578
window_18200,exact_data/anomaly/window_18200.csv,0.3356611546080411,E1 CHT1__mean,0.837535739282005,E1 CHT1__max,0.8348723164854501,E1 CHT1__min,0.8299284879638116
window_4425,exact_data/anomaly/window_4425.csv,0.33220507485219375,NormAc__mean,1.3595099994804027,IAS__min,1.032819458769476,IAS__mean,1.0195004743613694
window_16225,exact_data/anomaly/window_16225.csv,0.3319199105995747,E1 RPM__std,1.1169162529103427,E1 FFlow__std,1.097857269853872,E1 FFlow__min,0.8390052003531471
window_17125,exact_data/anomaly/window_17125.csv,0.3318182485084827,AltMSL__std,0.7417096334477554,E1 EGT1__std,0.5946371447287213,NormAc__min,0.5641207677796224
window_16700,exact_data/anomaly/window_16700.csv,0.3298332544862874,NormAc__min,0.8738486942629701,E1 CHT1__mean,0.7979171773266714,E1 CHT1__min,0.7869616280999224
window_4525,exact_data/anomaly/window_4525.csv,0.32255842465085355,NormAc__min,0.7780335803148843,E1 CHT1__std,0.6753970449305424,E1 CHT1__max,0.6412429645267292
window_16200,exact_data/anomaly/window_16200.csv,0.3171890468202634,NormAc__std,0.9058952895281752,NormAc__min,0.7706060521018541,NormAc__max,0.681131080501471
window_18375,exact_data/anomaly/window_18375.csv,0.31211376612907427,E1 FFlow__min,0.826311403171267,E1 FFlow__std,0.7583910997167714,IAS__std,0.5734502640733545
